gene_stable_id	protein_stable_id	species	identity	homology_type	homology_gene_stable_id	homology_protein_stable_id	homology_species	homology_identity	dn	ds	goc_score	wga_coverage	is_high_confidence	homology_id
ENSMUSG00000036026	ENSMUSP00000109151	mus_musculus	98.1971	ortholog_one2one	ENSG00000137216	ENSP00000327154	homo_sapiens	98.1971	NULL	NULL	100	100.00	1	90029264
ENSMUSG00000060935	ENSMUSP00000093030	mus_musculus	97.3913	ortholog_one2one	ENSG00000151135	ENSP00000280756	homo_sapiens	96.5517	NULL	NULL	100	100.00	1	90029265
ENSMUSG00000061353	ENSMUSP00000072800	mus_musculus	69.7479	ortholog_one2one	ENSG00000107562	ENSP00000339913	homo_sapiens	93.2584	NULL	NULL	100	100.00	1	90029266
ENSMUSG00000068744	ENSMUSP00000099689	mus_musculus	70.8207	ortholog_one2one	ENSG00000134222	ENSP00000358925	homo_sapiens	69.97	NULL	NULL	100	99.93	1	90029267
ENSMUSG00000022385	ENSMUSP00000155552	mus_musculus	56.0054	ortholog_one2one	ENSG00000075218	ENSP00000415430	homo_sapiens	56.157	NULL	NULL	100	100.00	1	90029268
ENSMUSG00000034432	ENSMUSP00000035884	mus_musculus	95.2153	ortholog_one2one	ENSG00000198612	ENSP00000346340	homo_sapiens	95.2153	NULL	NULL	100	100.00	1	90029269
ENSMUSG00000020857	ENSMUSP00000021217	mus_musculus	98.0263	ortholog_one2one	ENSG00000243678	ENSP00000421064	homo_sapiens	98.0263	NULL	NULL	100	100.00	1	90029270
ENSMUSG00000030314	ENSMUSP00000133215	mus_musculus	87.8542	ortholog_one2one	ENSG00000197548	ENSP00000510336	homo_sapiens	92.6031	NULL	NULL	100	98.44	1	90029271
ENSMUSG00000036855	ENSMUSP00000035472	mus_musculus	51.0989	ortholog_one2one	ENSG00000177291	ENSP00000315070	homo_sapiens	50.2703	NULL	NULL	25	100.00	1	90029272
ENSMUSG00000034520	ENSMUSP00000102690	mus_musculus	97.2222	ortholog_one2one	ENSG00000182963	ENSP00000467201	homo_sapiens	97.2222	NULL	NULL	100	100.00	1	90029273
ENSMUSG00000043448	ENSMUSP00000104421	mus_musculus	84.7727	ortholog_one2one	ENSG00000198835	ENSP00000355675	homo_sapiens	84.9658	NULL	NULL	100	100.00	1	90029274
ENSMUSG00000019867	ENSMUSP00000020016	mus_musculus	81.9512	ortholog_one2one	ENSG00000203733	ENSP00000455469	homo_sapiens	81.9512	NULL	NULL	100	100.00	1	90029275
ENSMUSG00000046167	ENSMUSP00000056080	mus_musculus	86.7031	ortholog_one2one	ENSG00000186417	ENSP00000335196	homo_sapiens	86.3884	NULL	NULL	75	100.00	1	90029276
ENSMUSG00000025279	ENSMUSP00000026315	mus_musculus	80	ortholog_one2one	ENSG00000163687	ENSP00000378053	homo_sapiens	81.3115	NULL	NULL	75	100.00	1	90029277
ENSMUSG00000019088	ENSMUSP00000019232	mus_musculus	66.879	ortholog_one2one	ENSG00000013563	ENSP00000358822	homo_sapiens	69.5364	NULL	NULL	100	99.06	1	90029278
ENSMUSG00000005980	ENSMUSP00000006136	mus_musculus	78.8732	ortholog_one2one	ENSG00000213918	ENSP00000246949	homo_sapiens	79.4326	NULL	NULL	100	100.00	1	90029279
ENSMUSG00000024136	ENSMUSP00000085862	mus_musculus	82.7338	ortholog_one2one	ENSG00000167968	ENSP00000316938	homo_sapiens	76.9231	NULL	NULL	100	100.00	1	90029280
ENSMUSG00000042734	ENSMUSP00000152038	mus_musculus	89.9543	ortholog_one2one	ENSG00000133985	ENSP00000256367	homo_sapiens	88.7387	NULL	NULL	50	100.00	1	90029281
ENSMUSG00000051495	ENSMUSP00000062753	mus_musculus	89.8246	ortholog_one2one	ENSG00000168264	ENSP00000355568	homo_sapiens	87.2232	NULL	NULL	100	100.00	1	90029282
ENSMUSG00000021254	ENSMUSP00000152284	mus_musculus	85.0622	ortholog_one2one	ENSG00000089916	ENSP00000261530	homo_sapiens	85.0622	NULL	NULL	75	100.00	1	90029283
ENSMUSG00000039210	ENSMUSP00000065009	mus_musculus	84.63	ortholog_one2one	ENSG00000092978	ENSP00000355902	homo_sapiens	84.4697	NULL	NULL	100	100.00	1	90029284
ENSMUSG00000021699	ENSMUSP00000112991	mus_musculus	98.0075	ortholog_one2one	ENSG00000113448	ENSP00000345502	homo_sapiens	97.2806	NULL	NULL	100	100.00	1	90029285
ENSMUSG00000036932	ENSMUSP00000110595	mus_musculus	88.8158	ortholog_one2one	ENSG00000156709	ENSP00000287295	homo_sapiens	88.0914	NULL	NULL	100	100.00	1	90029286
ENSMUSG00000033059	ENSMUSP00000035743	mus_musculus	95.6109	ortholog_one2one	ENSG00000100994	ENSP00000216962	homo_sapiens	95.6109	NULL	NULL	100	100.00	1	90029287
ENSMUSG00000032648	ENSMUSP00000047564	mus_musculus	97.0309	ortholog_one2one	ENSG00000068976	ENSP00000164139	homo_sapiens	97.0309	NULL	NULL	100	100.00	1	90029288
ENSMUSG00000021069	ENSMUSP00000071231	mus_musculus	94.2353	ortholog_one2one	ENSG00000100504	ENSP00000216392	homo_sapiens	94.5691	NULL	NULL	100	100.00	1	90029289
ENSMUSG00000069844	ENSMUSP00000104330	mus_musculus	71.6263	ortholog_one2one	ENSG00000133028	ENSP00000255390	homo_sapiens	68.7708	NULL	NULL	100	100.00	1	90029290
ENSMUSG00000091780	ENSMUSP00000155150	mus_musculus	80.7843	ortholog_one2one	ENSG00000284194	ENSP00000379046	homo_sapiens	77.4436	NULL	NULL	100	100.00	1	90029291
ENSMUSG00000035896	ENSMUSP00000079025	mus_musculus	70.4698	ortholog_one2one	ENSG00000129538	ENSP00000381057	homo_sapiens	67.3077	NULL	NULL	75	100.00	1	90029292
ENSMUSG00000023930	ENSMUSP00000156411	mus_musculus	70.3704	ortholog_one2one	ENSG00000124490	ENSP00000339155	homo_sapiens	70.3704	NULL	NULL	25	100.00	1	90029293
ENSMUSG00000022526	ENSMUSP00000079268	mus_musculus	73.7342	ortholog_one2one	ENSG00000198169	ENSP00000292562	homo_sapiens	69.4486	NULL	NULL	50	98.12	1	90029294
ENSMUSG00000048271	ENSMUSP00000062449	mus_musculus	82.7782	ortholog_one2one	ENSG00000184863	ENSP00000384160	homo_sapiens	87.094	NULL	NULL	100	100.00	1	90029295
ENSMUSG00000004100	ENSMUSP00000004203	mus_musculus	74.2553	ortholog_one2one	ENSG00000130810	ENSP00000253107	homo_sapiens	73.7844	NULL	NULL	100	99.97	1	90029296
ENSMUSG00000028392	ENSMUSP00000030088	mus_musculus	65.2263	ortholog_one2one	ENSG00000119411	ENSP00000363298	homo_sapiens	78.8557	NULL	NULL	100	99.16	1	90029297
ENSMUSG00000048285	ENSMUSP00000052202	mus_musculus	93.5691	ortholog_one2one	ENSG00000139926	ENSP00000343899	homo_sapiens	93.5691	NULL	NULL	50	100.00	1	90029303
ENSMUSG00000013668	ENSMUSP00000070291	mus_musculus	49.848	ortholog_one2one	ENSG00000183559	ENSP00000331012	homo_sapiens	48.9552	NULL	NULL	100	100.00	0	90029304
ENSMUSG00000020747	ENSMUSP00000091440	mus_musculus	95.2206	ortholog_one2one	ENSG00000177728	ENSP00000313885	homo_sapiens	95.5015	NULL	NULL	100	100.00	1	90029305
ENSMUSG00000051596	ENSMUSP00000109734	mus_musculus	79	ortholog_one2one	ENSG00000163982	ENSP00000296358	homo_sapiens	77.451	NULL	NULL	50	100.00	1	90029306
ENSMUSG00000037681	ENSMUSP00000038757	mus_musculus	83.165	ortholog_one2one	ENSG00000158220	ENSP00000374218	homo_sapiens	83.6343	NULL	NULL	100	100.00	1	90029307
ENSMUSG00000080268	ENSMUSP00000112266	mus_musculus	92.6829	ortholog_one2one	ENSG00000174744	ENSP00000353042	homo_sapiens	92.6829	NULL	NULL	100	100.00	1	90029308
ENSMUSG00000006464	ENSMUSP00000055321	mus_musculus	92.2428	ortholog_one2one	ENSG00000174483	ENSP00000317469	homo_sapiens	92.2428	NULL	NULL	100	100.00	1	90029309
ENSMUSG00000036093	ENSMUSP00000041756	mus_musculus	98.8827	ortholog_one2one	ENSG00000162980	ENSP00000295087	homo_sapiens	98.8827	NULL	NULL	100	100.00	1	90029310
ENSMUSG00000020015	ENSMUSP00000070355	mus_musculus	98.6616	ortholog_one2one	ENSG00000059758	ENSP00000261211	homo_sapiens	98.6616	NULL	NULL	100	100.00	1	90029311
ENSMUSG00000040621	ENSMUSP00000084414	mus_musculus	68.0672	ortholog_one2one	ENSG00000046647	ENSP00000505429	homo_sapiens	66.9421	NULL	NULL	100	100.00	1	90029312
ENSMUSG00000036104	ENSMUSP00000148357	mus_musculus	92.4089	ortholog_one2one	ENSG00000115839	ENSP00000264158	homo_sapiens	93.0683	NULL	NULL	100	100.00	1	90029313
ENSMUSG00000110430	ENSMUSP00000124656	mus_musculus	22.5064	ortholog_one2one	ENSG00000089505	ENSP00000368814	homo_sapiens	30.7692	NULL	NULL	25	28.90	0	90029314
ENSMUSG00000036949	ENSMUSP00000080911	mus_musculus	77.7939	ortholog_one2one	ENSG00000148482	ENSP00000366586	homo_sapiens	77.5687	NULL	NULL	100	100.00	1	90029315
ENSMUSG00000043415	ENSMUSP00000100617	mus_musculus	79.7357	ortholog_one2one	ENSG00000165312	ENSP00000365678	homo_sapiens	75.2599	NULL	NULL	100	98.91	1	90029316
ENSMUSG00000039367	ENSMUSP00000045955	mus_musculus	92.2445	ortholog_one2one	ENSG00000176986	ENSP00000321845	homo_sapiens	92.4132	NULL	NULL	100	100.00	1	90029317
ENSMUSG00000023191	ENSMUSP00000023958	mus_musculus	87.1585	ortholog_one2one	ENSG00000110811	ENSP00000478600	homo_sapiens	86.6848	NULL	NULL	100	100.00	1	90029318
ENSMUSG00000005677	ENSMUSP00000005820	mus_musculus	72.6257	ortholog_one2one	ENSG00000143257	ENSP00000356962	homo_sapiens	74.7126	NULL	NULL	100	100.00	1	90029319
ENSMUSG00000028019	ENSMUSP00000029652	mus_musculus	86.9565	ortholog_one2one	ENSG00000145431	ENSP00000422464	homo_sapiens	86.9565	NULL	NULL	100	100.00	1	90029320
ENSMUSG00000062372	ENSMUSP00000073803	mus_musculus	94.8423	ortholog_one2one	ENSG00000115155	ENSP00000272371	homo_sapiens	94.8423	NULL	NULL	100	100.00	1	90029321
ENSMUSG00000027665	ENSMUSP00000029201	mus_musculus	98.6891	ortholog_one2one	ENSG00000121879	ENSP00000263967	homo_sapiens	98.6891	NULL	NULL	100	100.00	1	90029322
ENSMUSG00000022607	ENSMUSP00000159174	mus_musculus	97.1638	ortholog_one2one	ENSG00000169398	ENSP00000512868	homo_sapiens	96.8978	NULL	NULL	100	100.00	1	90029323
ENSMUSG00000023943	ENSMUSP00000024738	mus_musculus	58.2237	ortholog_one2one	ENSG00000196228	ENSP00000505748	homo_sapiens	58.2237	NULL	NULL	75	99.19	1	90029324
ENSMUSG00000019359	ENSMUSP00000019503	mus_musculus	84.7866	ortholog_one2one	ENSG00000130055	ENSP00000363503	homo_sapiens	84.7866	NULL	NULL	100	100.00	1	90029325
ENSMUSG00000024131	ENSMUSP00000024944	mus_musculus	80.438	ortholog_one2one	ENSG00000138079	ENSP00000260649	homo_sapiens	80.438	NULL	NULL	100	100.00	1	90029326
ENSMUSG00000054520	ENSMUSP00000112554	mus_musculus	79.3496	ortholog_one2one	ENSG00000087266	ENSP00000422168	homo_sapiens	86.9875	NULL	NULL	100	100.00	1	90029327
ENSMUSG00000067578	ENSMUSP00000085263	mus_musculus	97.4747	ortholog_one2one	ENSG00000054803	ENSP00000064571	homo_sapiens	96.0199	NULL	NULL	100	100.00	1	90029328
ENSMUSG00000025354	ENSMUSP00000026410	mus_musculus	85.633	ortholog_one2one	ENSG00000135392	ENSP00000504134	homo_sapiens	85.755	NULL	NULL	75	100.00	1	90029329
ENSMUSG00000038879	ENSMUSP00000038922	mus_musculus	85.3786	ortholog_one2one	ENSG00000104361	ENSP00000407087	homo_sapiens	85.3786	NULL	NULL	75	100.00	1	90029330
ENSMUSG00000078173	ENSMUSP00000052968	mus_musculus	80.3279	ortholog_one2one	ENSG00000163352	ENSP00000376278	homo_sapiens	80.3279	NULL	NULL	100	100.00	1	90029331
ENSMUSG00000026988	ENSMUSP00000028368	mus_musculus	82.4894	ortholog_one2one	ENSG00000196151	ENSP00000352820	homo_sapiens	82.1429	NULL	NULL	100	100.00	1	90029332
ENSMUSG00000056342	ENSMUSP00000137430	mus_musculus	96.5662	ortholog_one2one	ENSG00000115464	ENSP00000381577	homo_sapiens	97.5465	NULL	NULL	100	99.74	1	90029333
ENSMUSG00000037876	ENSMUSP00000134551	mus_musculus	86.211	ortholog_one2one	ENSG00000171988	ENSP00000382204	homo_sapiens	85.9055	NULL	NULL	100	100.00	1	90029334
ENSMUSG00000000532	ENSMUSP00000000544	mus_musculus	98.2178	ortholog_one2one	ENSG00000135503	ENSP00000257963	homo_sapiens	98.2178	NULL	NULL	100	100.00	1	90029335
ENSMUSG00000032567	ENSMUSP00000035181	mus_musculus	78.869	ortholog_one2one	ENSG00000034533	ENSP00000264992	homo_sapiens	78.056	NULL	NULL	100	100.00	1	90029336
ENSMUSG00000000567	ENSMUSP00000000579	mus_musculus	97.4359	ortholog_one2one	ENSG00000125398	ENSP00000245479	homo_sapiens	97.053	NULL	NULL	100	100.00	1	90029337
ENSMUSG00000017167	ENSMUSP00000099398	mus_musculus	93.2852	ortholog_one2one	ENSG00000108797	ENSP00000264638	homo_sapiens	93.3526	NULL	NULL	100	99.84	1	90029338
ENSMUSG00000031825	ENSMUSP00000034282	mus_musculus	77.7778	ortholog_one2one	ENSG00000103196	ENSP00000262424	homo_sapiens	77.4648	NULL	NULL	100	100.00	1	90029339
ENSMUSG00000032624	ENSMUSP00000094528	mus_musculus	88.0567	ortholog_one2one	ENSG00000143924	ENSP00000320663	homo_sapiens	88.685	NULL	NULL	100	100.00	1	90029340
ENSMUSG00000039084	ENSMUSP00000047844	mus_musculus	93.2961	ortholog_one2one	ENSG00000136457	ENSP00000423812	homo_sapiens	93.0362	NULL	NULL	100	99.56	1	90029341
ENSMUSG00000063765	ENSMUSP00000072682	mus_musculus	82.2193	ortholog_one2one	ENSG00000100399	ENSP00000216241	homo_sapiens	80.7087	NULL	NULL	100	100.00	1	90029342
ENSMUSG00000031165	ENSMUSP00000033505	mus_musculus	86.1538	ortholog_one2one	ENSG00000015285	ENSP00000365891	homo_sapiens	89.243	NULL	NULL	100	100.00	1	90029343
ENSMUSG00000029684	ENSMUSP00000031695	mus_musculus	96.2076	ortholog_one2one	ENSG00000106299	ENSP00000223023	homo_sapiens	95.4455	NULL	NULL	100	100.00	1	90029344
ENSMUSG00000046404	ENSMUSP00000055318	mus_musculus	88.3382	ortholog_one2one	ENSG00000180667	ENSP00000326813	homo_sapiens	87.069	NULL	NULL	100	100.00	1	90029345
ENSMUSG00000020621	ENSMUSP00000020947	mus_musculus	89.8204	ortholog_one2one	ENSG00000240857	ENSP00000370648	homo_sapiens	89.2857	NULL	NULL	100	100.00	1	90029346
ENSMUSG00000050468	ENSMUSP00000087102	mus_musculus	66.8966	ortholog_one2one	ENSG00000188886	ENSP00000343674	homo_sapiens	67.5174	NULL	NULL	100	100.00	1	90029347
ENSMUSG00000028249	ENSMUSP00000029912	mus_musculus	89.9666	ortholog_one2one	ENSG00000137575	ENSP00000260130	homo_sapiens	90.2685	NULL	NULL	100	100.00	1	90029348
ENSMUSG00000064141	ENSMUSP00000101887	mus_musculus	67.2913	ortholog_one2one	ENSG00000187815	ENSP00000361791	homo_sapiens	75.0951	NULL	NULL	100	93.03	1	90029351
ENSMUSG00000018412	ENSMUSP00000102585	mus_musculus	92.0837	ortholog_one2one	ENSG00000120071	ENSP00000387393	homo_sapiens	91.5837	NULL	NULL	50	100.00	1	90029352
ENSMUSG00000026004	ENSMUSP00000063843	mus_musculus	80.2534	ortholog_one2one	ENSG00000144445	ENSP00000281772	homo_sapiens	77.001	NULL	NULL	100	100.00	1	90029353
ENSMUSG00000035048	ENSMUSP00000140325	mus_musculus	95.9459	ortholog_one2one	ENSG00000129055	ENSP00000346987	homo_sapiens	95.9459	NULL	NULL	100	100.00	1	90029354
ENSMUSG00000110221	ENSMUSP00000147734	mus_musculus	61.1354	ortholog_one2one	ENSG00000283567	ENSP00000490220	homo_sapiens	63.0631	NULL	NULL	100	100.00	1	90029355
ENSMUSG00000021200	ENSMUSP00000021617	mus_musculus	89.9054	ortholog_one2one	ENSG00000100628	ENSP00000451575	homo_sapiens	89.7638	NULL	NULL	100	100.00	1	90029356
ENSMUSG00000043903	ENSMUSP00000158621	mus_musculus	47.8353	ortholog_one2one	ENSG00000225614	ENSP00000456500	homo_sapiens	45.5603	NULL	NULL	100	100.00	0	90029357
ENSMUSG00000079557	ENSMUSP00000134220	mus_musculus	94.7154	ortholog_one2one	ENSG00000099785	ENSP00000215555	homo_sapiens	94.7154	NULL	NULL	100	100.00	1	90029358
ENSMUSG00000014773	ENSMUSP00000014917	mus_musculus	88.6427	ortholog_one2one	ENSG00000198719	ENSP00000355718	homo_sapiens	88.5201	NULL	NULL	100	100.00	1	90029363
ENSMUSG00000037935	ENSMUSP00000099422	mus_musculus	97.3236	ortholog_one2one	ENSG00000073584	ENSP00000323967	homo_sapiens	97.3236	NULL	NULL	100	100.00	1	90029364
ENSMUSG00000040521	ENSMUSP00000042134	mus_musculus	85.8025	ortholog_one2one	ENSG00000123297	ENSP00000499171	homo_sapiens	85.5385	NULL	NULL	100	100.00	1	90029365
ENSMUSG00000043705	ENSMUSP00000092832	mus_musculus	67.6692	ortholog_one2one	ENSG00000162949	ENSP00000295055	homo_sapiens	67.2646	NULL	NULL	100	100.00	1	90029366
ENSMUSG00000090777	ENSMUSP00000155981	mus_musculus	62.844	ortholog_one2one	ENSG00000234409	ENSP00000409542	homo_sapiens	68.1592	NULL	NULL	100	100.00	1	90029367
ENSMUSG00000030292	ENSMUSP00000032433	mus_musculus	45.5331	ortholog_one2one	ENSG00000165935	ENSP00000441688	homo_sapiens	46.0641	NULL	NULL	100	98.18	0	90029368
ENSMUSG00000027355	ENSMUSP00000028834	mus_musculus	67.6568	ortholog_one2one	ENSG00000166069	ENSP00000327234	homo_sapiens	71.1806	NULL	NULL	100	100.00	1	90029369
ENSMUSG00000027518	ENSMUSP00000029023	mus_musculus	71.3235	ortholog_one2one	ENSG00000124237	ENSP00000360210	homo_sapiens	70.8029	NULL	NULL	100	100.00	1	90029370
ENSMUSG00000049550	ENSMUSP00000031382	mus_musculus	89.9791	ortholog_one2one	ENSG00000130779	ENSP00000479322	homo_sapiens	89.9165	NULL	NULL	100	100.00	1	90029371
ENSMUSG00000042599	ENSMUSP00000002305	mus_musculus	90.3191	ortholog_one2one	ENSG00000006459	ENSP00000380692	homo_sapiens	90.2232	NULL	NULL	100	100.00	1	90029372
ENSMUSG00000056050	ENSMUSP00000141268	mus_musculus	63.1088	ortholog_one2one	ENSG00000154305	ENSP00000340900	homo_sapiens	63.87	NULL	NULL	100	99.37	1	90029380
ENSMUSG00000046957	ENSMUSP00000054083	mus_musculus	48.4127	ortholog_one2one	ENSG00000164299	ENSP00000369611	homo_sapiens	42.5581	NULL	NULL	100	96.49	0	90029381
ENSMUSG00000089661	ENSMUSP00000114063	mus_musculus	81.6794	ortholog_one2one	ENSG00000261857	ENSP00000263369	homo_sapiens	81.6794	NULL	NULL	100	100.00	1	90029382
ENSMUSG00000027416	ENSMUSP00000028902	mus_musculus	86.7188	ortholog_one2one	ENSG00000125879	ENSP00000246081	homo_sapiens	86.7188	NULL	NULL	100	100.00	1	90029383
ENSMUSG00000000751	ENSMUSP00000090585	mus_musculus	84.5907	ortholog_one2one	ENSG00000132383	ENSP00000254719	homo_sapiens	85.5519	NULL	NULL	100	100.00	1	90029384
ENSMUSG00000059674	ENSMUSP00000066005	mus_musculus	93.3419	ortholog_one2one	ENSG00000139880	ENSP00000434821	homo_sapiens	93.3419	NULL	NULL	100	100.00	1	90029385
ENSMUSG00000031360	ENSMUSP00000033727	mus_musculus	90.4437	ortholog_one2one	ENSG00000047230	ENSP00000352222	homo_sapiens	90.4437	NULL	NULL	100	100.00	1	90029390
ENSMUSG00000028633	ENSMUSP00000030381	mus_musculus	97.8003	ortholog_one2one	ENSG00000171793	ENSP00000497602	homo_sapiens	97.8003	NULL	NULL	100	100.00	1	90029391
ENSMUSG00000024863	ENSMUSP00000025797	mus_musculus	60.2459	ortholog_one2one	ENSG00000165471	ENSP00000502789	homo_sapiens	59.2742	NULL	NULL	50	100.00	1	90029392
ENSMUSG00000021114	ENSMUSP00000021536	mus_musculus	98.3806	ortholog_one2one	ENSG00000100554	ENSP00000216442	homo_sapiens	98.3806	NULL	NULL	100	100.00	1	90029393
ENSMUSG00000036856	ENSMUSP00000036580	mus_musculus	98.8604	ortholog_one2one	ENSG00000162552	ENSP00000290167	homo_sapiens	98.8604	NULL	NULL	100	100.00	1	90029394
ENSMUSG00000040610	ENSMUSP00000047457	mus_musculus	99.6564	ortholog_one2one	ENSG00000164438	ENSP00000296921	homo_sapiens	99.6564	NULL	NULL	100	100.00	1	90029395
ENSMUSG00000031834	ENSMUSP00000034296	mus_musculus	89.6122	ortholog_one2one	ENSG00000105647	ENSP00000222254	homo_sapiens	88.8736	NULL	NULL	100	100.00	1	90029396
ENSMUSG00000018068	ENSMUSP00000018212	mus_musculus	95.8264	ortholog_one2one	ENSG00000108506	ENSP00000251334	homo_sapiens	95.9866	NULL	NULL	75	100.00	1	90029397
ENSMUSG00000023886	ENSMUSP00000156572	mus_musculus	92.3581	ortholog_one2one	ENSG00000112562	ENSP00000348630	homo_sapiens	94.843	NULL	NULL	100	100.00	1	90029398
ENSMUSG00000021136	ENSMUSP00000105976	mus_musculus	90.2808	ortholog_one2one	ENSG00000198732	ENSP00000355110	homo_sapiens	96.092	NULL	NULL	100	100.00	1	90029399
ENSMUSG00000038141	ENSMUSP00000156382	mus_musculus	84.466	ortholog_one2one	ENSG00000146433	ENSP00000507085	homo_sapiens	91.5789	NULL	NULL	75	100.00	1	90029400
ENSMUSG00000069920	ENSMUSP00000130840	mus_musculus	83.4586	ortholog_one2one	ENSG00000237172	ENSP00000400157	homo_sapiens	82.8358	NULL	NULL	100	100.00	1	90029401
ENSMUSG00000031285	ENSMUSP00000033642	mus_musculus	99.4536	ortholog_one2one	ENSG00000077279	ENSP00000490614	homo_sapiens	99.4536	NULL	NULL	100	100.00	1	90029402
ENSMUSG00000045896	ENSMUSP00000050404	mus_musculus	79.4118	ortholog_one2one	ENSG00000124374	ENSP00000244221	homo_sapiens	87.8049	NULL	NULL	50	100.00	1	90029403
ENSMUSG00000037058	ENSMUSP00000158496	mus_musculus	98.3871	ortholog_one2one	ENSG00000120727	ENSP00000265192	homo_sapiens	96.063	NULL	NULL	100	100.00	1	90029404
ENSMUSG00000020262	ENSMUSP00000020496	mus_musculus	94.8645	ortholog_one2one	ENSG00000197381	ENSP00000015877	homo_sapiens	94.8645	NULL	NULL	100	100.00	1	90029407
ENSMUSG00000029363	ENSMUSP00000083652	mus_musculus	94.3953	ortholog_one2one	ENSG00000111445	ENSP00000408295	homo_sapiens	94.1176	NULL	NULL	100	100.00	1	90029408
ENSMUSG00000027316	ENSMUSP00000028787	mus_musculus	58.6093	ortholog_one2one	ENSG00000125861	ENSP00000290417	homo_sapiens	65.7993	NULL	NULL	100	98.50	1	90029409
ENSMUSG00000042766	ENSMUSP00000036053	mus_musculus	97.892	ortholog_one2one	ENSG00000163462	ENSP00000334657	homo_sapiens	97.892	NULL	NULL	100	100.00	1	90029410
ENSMUSG00000024868	ENSMUSP00000025803	mus_musculus	80.8824	ortholog_one2one	ENSG00000107984	ENSP00000363081	homo_sapiens	82.7068	NULL	NULL	50	100.00	1	90029411
ENSMUSG00000026615	ENSMUSP00000045841	mus_musculus	89.418	ortholog_one2one	ENSG00000136628	ENSP00000355890	homo_sapiens	89.418	NULL	NULL	100	100.00	1	90029412
ENSMUSG00000074781	ENSMUSP00000096932	mus_musculus	100	ortholog_one2one	ENSG00000177889	ENSP00000316176	homo_sapiens	100	NULL	NULL	100	100.00	1	90029413
ENSMUSG00000118668	ENSMUSP00000159422	mus_musculus	95.9896	ortholog_one2one	ENSG00000162302	ENSP00000333896	homo_sapiens	96.114	NULL	NULL	100	100.00	1	90029414
ENSMUSG00000028430	ENSMUSP00000030138	mus_musculus	84.809	ortholog_one2one	ENSG00000165271	ENSP00000297990	homo_sapiens	85.2531	NULL	NULL	50	100.00	1	90029415
ENSMUSG00000015488	ENSMUSP00000109640	mus_musculus	93.5673	ortholog_one2one	ENSG00000160325	ENSP00000317121	homo_sapiens	93.0233	NULL	NULL	100	100.00	1	90029416
ENSMUSG00000042129	ENSMUSP00000048267	mus_musculus	84.472	ortholog_one2one	ENSG00000107551	ENSP00000339692	homo_sapiens	84.7352	NULL	NULL	100	96.56	1	90029417
ENSMUSG00000006389	ENSMUSP00000006556	mus_musculus	81.3586	ortholog_one2one	ENSG00000117400	ENSP00000361548	homo_sapiens	81.1024	NULL	NULL	100	100.00	1	90029418
ENSMUSG00000040270	ENSMUSP00000103815	mus_musculus	90.2265	ortholog_one2one	ENSG00000112182	ENSP00000257749	homo_sapiens	90.0119	NULL	NULL	75	100.00	1	90029419
ENSMUSG00000062327	ENSMUSP00000074236	mus_musculus	91.055	ortholog_one2one	ENSG00000164458	ENSP00000355841	homo_sapiens	91.055	NULL	NULL	100	100.00	1	90029420
ENSMUSG00000035529	ENSMUSP00000041942	mus_musculus	94.598	ortholog_one2one	ENSG00000110851	ENSP00000228437	homo_sapiens	94.0075	NULL	NULL	75	100.00	1	90029421
ENSMUSG00000029449	ENSMUSP00000140177	mus_musculus	91.4692	ortholog_one2one	ENSG00000139725	ENSP00000267205	homo_sapiens	91.4692	NULL	NULL	100	100.00	1	90029422
ENSMUSG00000029199	ENSMUSP00000113228	mus_musculus	90.0804	ortholog_one2one	ENSG00000121897	ENSP00000492260	homo_sapiens	90.3226	NULL	NULL	100	100.00	1	90029423
ENSMUSG00000109833	ENSMUSP00000148188	mus_musculus	83.3333	ortholog_one2one	ENSG00000262165	ENSP00000490255	homo_sapiens	82.2785	NULL	NULL	100	100.00	1	90029424
ENSMUSG00000047141	ENSMUSP00000146656	mus_musculus	89.0288	ortholog_one2one	ENSG00000175105	ENSP00000490842	homo_sapiens	87.766	NULL	NULL	100	100.00	1	90029425
ENSMUSG00000049878	ENSMUSP00000127068	mus_musculus	87.7212	ortholog_one2one	ENSG00000117000	ENSP00000361857	homo_sapiens	82.8631	NULL	NULL	75	100.00	1	90029426
ENSMUSG00000039967	ENSMUSP00000037233	mus_musculus	81.5789	ortholog_one2one	ENSG00000188994	ENSP00000358590	homo_sapiens	80.83	NULL	NULL	75	100.00	1	90029427
ENSMUSG00000096225	ENSMUSP00000145485	mus_musculus	96.2428	ortholog_one2one	ENSG00000162624	ENSP00000348597	homo_sapiens	96.2428	NULL	NULL	100	100.00	1	90029428
ENSMUSG00000033009	ENSMUSP00000105183	mus_musculus	82.5688	ortholog_one2one	ENSG00000087263	ENSP00000457258	homo_sapiens	83.0258	NULL	NULL	100	100.00	1	90029429
ENSMUSG00000018415	ENSMUSP00000064926	mus_musculus	99.0783	ortholog_one2one	ENSG00000141034	ENSP00000268719	homo_sapiens	71.6667	NULL	NULL	100	100.00	1	90029430
ENSMUSG00000116563	ENSMUSP00000156010	mus_musculus	71.1864	ortholog_one2one	ENSG00000285723	ENSP00000497510	homo_sapiens	66.6667	NULL	NULL	100	100.00	1	90029431
ENSMUSG00000008604	ENSMUSP00000008748	mus_musculus	92.953	ortholog_one2one	ENSG00000160803	ENSP00000357292	homo_sapiens	92.1797	NULL	NULL	100	100.00	1	90029432
