gene_id,pearson_r,pearson_p,gene_name,procrustes_contribution,mean_expression,perc_id_human_to_mouse,perc_id_mouse_to_human,goc_score,wga_coverage,seq_identity,pLI,oe_lof_upper,mis_z,oe_lof,oe_mis
ENSG00000115593,-0.06114762681210115,0.7271320326686913,SMYD1,0.00019884250283191675,0.002108632942788571,94.4898,94.4898,100.0,100.0,94.4898,2.1406e-07,0.972,-0.25029,0.62171,1.0408
ENSG00000115594,0.30197992203462903,0.07788751897165269,IL1R1,0.01116870158511127,0.28566147437714284,68.717,67.8819,100.0,100.0,68.29945000000001,0.15126,0.506,1.9215,0.25646,0.68698
ENSG00000115596,-0.042261913242091054,0.8095146680478744,WNT6,4.2811519136799365e-05,0.011294187959428572,97.5342,97.8022,100.0,100.0,97.6682,0.016431,0.827,1.7291,0.39323,0.66083
ENSG00000115598,-0.002286378512023797,0.9895997489007384,IL1RL2,0.00046287542905797065,0.025146931671285715,65.2174,65.331,100.0,98.98,65.27420000000001,3.537e-11,0.989,0.43618,0.68661,0.93193
ENSG00000115602,0.3494596483785823,0.03961595480251227,IL1RL1,0.0004976495217962134,0.024652226786485716,66.9065,65.6085,100.0,100.0,66.2575,1.4407e-12,1.173,-1.189,0.8143,1.1949
ENSG00000115604,0.265444527995866,0.12327913770708071,IL18R1,0.0043588418081902175,0.17134976217724857,63.2163,63.6871,100.0,100.0,63.4517,8.625e-06,0.833,0.97387,0.51441,0.83586
ENSG00000115607,0.6438571023569372,3.0064535390688203e-05,IL18RAP,0.0012621118305128165,0.06275162676500429,65.1085,63.5179,100.0,100.0,64.3132,0.0021796,0.58,0.69882,0.34172,0.88973
ENSG00000115616,0.40417661964445345,0.016037967495414526,SLC9A2,0.00010139337196985945,0.04103567481314286,91.133,90.9091,100.0,100.0,91.02105,0.0024247,0.507,2.1139,0.31276,0.72215
ENSG00000115641,0.5887362230740564,0.00019899341159796387,FHL2,0.001817477483468028,0.18310313701004285,92.1147,92.1147,100.0,100.0,92.1147,2.8693e-05,1.131,0.89868,0.64812,0.80602
ENSG00000115648,0.782616925311802,2.7860163137406858e-08,MLPH,0.003239273392732801,0.09546034872512858,64.1667,65.2542,100.0,99.89,64.71045000000001,4.383e-10,0.9,-0.12443,0.61946,1.019
ENSG00000115649,0.26369726382274405,0.12586003129335152,CNPPD1,0.0014736217955427901,0.12243566542857143,84.6341,85.258,100.0,100.0,84.94605,7.6384e-09,1.054,0.14488,0.69406,0.97365
ENSG00000115652,0.10209365991867542,0.5594981509597734,UXS1,0.0032572126137682842,0.11816305322428572,97.4118,98.5714,50.0,100.0,97.9916,0.0029371,0.612,2.0877,0.35081,0.6198
ENSG00000115657,0.006116360374176191,0.972182598818346,ABCB6,0.0022545018211729095,0.029124584067714284,88.9549,88.9549,100.0,100.0,88.9549,8.599900000000001e-19,0.977,-0.13886,0.73714,1.0175
ENSG00000115661,-0.05452517962813147,0.7557308770561337,STK16,0.0032433980949197923,0.2048310793142857,94.0984,94.0984,100.0,100.0,94.0984,0.0001182,0.915,1.0233,0.52411,0.78903
ENSG00000115665,-0.027897896236981447,0.8736035418296513,SLC5A7,9.004529091242407e-06,0.004447081612624286,92.931,92.931,75.0,100.0,92.931,0.015272,0.562,2.8061,0.31145,0.55968
ENSG00000115677,0.6657613936774733,1.2740057018822264e-05,HDLBP,0.009044061579434014,0.6160704729428572,97.9495,97.9495,100.0,100.0,97.9495,1.0,0.154,4.0979,0.067232,0.58476
ENSG00000115687,0.019173751426075858,0.912945717850821,PASK,0.0021509355552843464,0.02356817042071429,72.4112,69.2697,100.0,98.37,70.84045,1.952e-21,0.965,-0.042969,0.74145,1.0044
ENSG00000115694,0.3968903278371596,0.018243333728864674,STK25,0.0015058968665214222,0.23464158661428575,98.8263,98.8263,100.0,100.0,98.8263,0.051875,0.533,2.2338,0.284,0.62115
ENSG00000115705,-0.03578265249294203,0.8382987322981779,TPO,0.002232183435651536,0.01576603376552286,72.8832,74.3982,100.0,98.61,73.64070000000001,1.8182e-21,1.107,0.0033452,0.83857,0.9996
ENSG00000115738,0.7847718019294697,2.4052548670574102e-08,ID2,0.006961647811879716,0.8948135228571428,98.5075,98.5075,100.0,100.0,98.5075,0.66939,0.827,0.017476,0.0,0.99426
ENSG00000115750,0.2804480905160644,0.10271452153485215,TAF1B,0.0015113454791101507,0.13668570200714286,74.4898,74.744,100.0,84.88,74.6169,7.9823e-15,1.025,0.77469,0.74305,0.87295
ENSG00000115756,0.5807004388871488,0.0002548763822400883,HPCAL1,0.005410906447362408,0.4502151142142857,98.4456,98.4456,0.0,39.82,98.4456,0.89103,0.416,2.4027,0.0,0.43419
ENSG00000115758,0.3625479829092233,0.03232339637973725,ODC1,0.004186385013873896,0.4370203376,90.6725,90.6725,50.0,100.0,90.6725,0.16966,0.543,1.467,0.25836,0.75232
ENSG00000115760,0.0012422457290615918,0.9943491799904738,BIRC6,0.012081513934284322,0.70234827,95.594,95.1045,100.0,99.99,95.34925,1.0,0.104,3.2081,0.066571,0.81599
ENSG00000115761,0.4800962243450554,0.003514561630999408,NOL10,0.005530921713027354,0.18289430404571427,95.4942,95.6332,75.0,100.0,95.56370000000001,0.050667,0.431,1.1467,0.26055,0.81858
ENSG00000115762,0.22832147875879522,0.18709684178379715,PLEKHB2,0.005354581712094757,0.3043120775285714,90.0901,90.4977,50.0,100.0,90.29390000000001,6.6904e-11,1.463,1.0985,0.96486,0.74452
ENSG00000115806,0.43394196678007146,0.009202317113711729,GORASP2,0.0030305673905131753,0.3642972839714286,90.2655,90.4656,100.0,100.0,90.36555,0.88389,0.384,1.5927,0.14847,0.71376
ENSG00000115808,0.1098224931104897,0.5299863893172893,STRN,0.004783062024340443,0.18923197775000003,96.7949,96.7949,100.0,100.0,96.7949,0.66061,0.365,0.68571,0.20923,0.90296
ENSG00000115816,0.31607949326533424,0.06434482630396458,CEBPZ,0.0038748672533964537,0.33673500585714283,81.6888,81.8441,100.0,100.0,81.76644999999999,6.5282e-06,0.572,-1.636,0.38129,1.1988
ENSG00000115825,0.14956190118993157,0.39115540817530936,PRKD3,0.0041385798333115655,0.23256197911857146,95.9551,95.9551,100.0,100.0,95.9551,0.0052882,0.461,1.511,0.28973,0.80816
ENSG00000115827,0.5521937232207931,0.0005834752107413607,DCAF17,0.001932969927189168,0.10507990013285715,90.3846,90.5588,100.0,100.0,90.4717,3.74e-07,0.82,0.81556,0.53278,0.85969
ENSG00000115828,-0.1651752345056478,0.34300933881998974,QPCT,0.0012740888266990727,0.14732035677857144,81.9945,81.768,100.0,100.0,81.88125,1.1987e-15,1.534,-0.93993,1.076,1.1885
ENSG00000115839,0.1193630663820226,0.49462990831675474,RAB3GAP1,0.006287936584190023,0.3090994351142858,93.0683,92.4089,100.0,100.0,92.73859999999999,1.4523e-07,0.535,1.1824,0.37787,0.85345
ENSG00000115840,0.2491116067937411,0.1489909661965252,SLC25A12,0.0020780606287663555,0.1934184354285714,96.6077,96.7504,100.0,100.0,96.67904999999999,0.21604,0.416,2.7115,0.23817,0.60515
ENSG00000115841,0.5279999766997108,0.001114340983163268,RMDN2,0.0033800637314837685,0.0625889575510857,79.5122,79.5122,100.0,100.0,79.5122,4.4061e-24,1.556,-2.2315,1.1648,1.365
ENSG00000115844,0.13316530224191706,0.4456953490363106,DLX2,7.012163329720502e-05,0.0014261796628428568,94.8171,93.6747,100.0,100.0,94.2459,0.97847,0.254,0.94875,0.0,0.79902
ENSG00000115850,-0.17674092811595968,0.30978963245643487,LCT,6.260801856006564e-05,0.0018199954323571427,79.7613,79.5961,100.0,100.0,79.6787,0.059849,0.358,3.1554,0.2437,0.72729
ENSG00000115866,0.7065787357685062,2.10003837271255e-06,DARS1,0.003044511193033835,0.3732459386714286,96.008,96.008,100.0,100.0,96.008,8.536e-06,0.682,0.74697,0.43645,0.87196
ENSG00000115875,0.5049709365305525,0.0019760988057375166,SRSF7,0.011898579547689647,0.8710084619428571,98.3193,98.3193,100.0,100.0,98.3193,0.98203,0.299,2.7201,0.094935,0.37118
ENSG00000115884,0.8893459871717382,9.369079325146181e-13,SDC1,0.00713283590260429,0.23223523085,76.7742,76.5273,100.0,100.0,76.65074999999999,0.0084118,0.956,-0.038989,0.45492,1.0084
ENSG00000115896,0.351499169243661,0.038399215540856714,PLCL1,0.006134486914269349,0.1730157172419286,94.5205,94.4343,100.0,100.0,94.47739999999999,0.012059,0.476,1.8626,0.28741,0.77874
ENSG00000115902,-0.2299528689364626,0.18388009555765666,SLC1A4,0.0012808032303232245,0.07058206495668572,89.8496,89.8496,100.0,100.0,89.8496,0.06559,0.637,1.7288,0.30299,0.72088
ENSG00000115904,0.19793005576356737,0.25438472639023685,SOS1,0.009558618291863413,0.3911626123857143,96.7742,97.8014,100.0,100.0,97.2878,1.0,0.14,3.0487,0.066728,0.67573
ENSG00000115919,0.3863042083594641,0.02189409178077444,KYNU,0.011589536801078805,0.24873833331115713,83.2258,83.4052,50.0,100.0,83.3155,4.1806e-18,1.353,-0.41338,0.98144,1.0738
ENSG00000115935,0.8996799993583229,2.01163954037441e-13,WIPF1,0.0146586823973696,0.47809483353285714,88.4692,90.2637,100.0,100.0,89.36645,0.90296,0.385,1.154,0.12244,0.81755
ENSG00000115942,0.48348035101239595,0.003257837655361547,ORC2,0.003565024794629079,0.16462620603857145,78.8562,78.9931,100.0,100.0,78.92465,0.84443,0.364,1.0601,0.18445,0.82342
ENSG00000115944,0.45970830242451666,0.005464065162810438,COX7A2L,0.013590913065533262,1.0091553674285716,88.5965,90.991,100.0,100.0,89.79375,1.1516e-06,1.897,-0.80771,1.312,1.2845
ENSG00000115946,0.3031710481890803,0.07666425956191088,PNO1,0.0010396394662913545,0.16408905894285714,91.2698,92.7419,100.0,100.0,92.00585000000001,0.22652,0.673,-0.2336,0.26043,1.0557
ENSG00000115947,0.5011403943079022,0.002165397865783741,ORC4,0.0019856724217834267,0.18322009854285715,88.9908,89.6074,100.0,100.0,89.2991,7.5667e-13,1.13,-0.20334,0.7911,1.0384
ENSG00000115956,0.8315066542898101,6.153209714464162e-10,PLEK,0.006815198777511161,0.4270068852382858,91.7143,91.7143,75.0,99.85,91.7143,0.001067,0.778,0.2114,0.43109,0.95639
ENSG00000115963,0.7844521296004804,2.4585248468862453e-08,RND3,0.0042401567636957205,0.2660019499485714,100.0,100.0,100.0,100.0,100.0,0.96682,0.283,1.6466,0.0,0.60809
ENSG00000115966,0.006040707477655102,0.9725265400607254,ATF2,0.004396126960756524,0.2427797327142857,95.6436,99.1786,100.0,100.0,97.4111,0.99131,0.283,2.3537,0.10931,0.59953
ENSG00000115970,0.1542139969371825,0.37641749745280173,THADA,0.008352215039795302,0.26036078799142853,78.3922,78.999,100.0,100.0,78.6956,4.6208e-41,0.968,-2.9637,0.79664,1.2684
ENSG00000115977,0.4538579597895711,0.0061719397241811035,AAK1,0.013181509731284707,0.4295955675,88.7617,88.9468,100.0,100.0,88.85425000000001,1.0,0.129,2.612,0.041108,0.67376
ENSG00000115993,-0.03279963110664502,0.8516228597723478,TRAK2,0.0030513358366052465,0.16130805115,87.5274,87.6232,100.0,100.0,87.5753,1.9123e-14,0.824,0.48679,0.60718,0.93801
ENSG00000115998,0.3128107941165226,0.06730596939241885,C2orf42,0.0012282351800289516,0.09472597305714284,91.6376,91.6376,100.0,100.0,91.6376,0.005143,0.578,1.0637,0.33139,0.83283
ENSG00000116001,0.7491462469255481,2.252472085053245e-07,TIA1,0.0015915003006663237,0.1776497613,96.6321,96.6321,100.0,100.0,96.6321,0.27493,0.441,2.0692,0.23472,0.60216
ENSG00000116005,0.43354589762263174,0.009273551260310688,PCYOX1,0.003378050133876096,0.18527759717142858,78.8119,78.8119,100.0,100.0,78.8119,2.2481e-15,1.485,-0.067195,1.0408,1.0112
ENSG00000116014,-0.11485283901399809,0.5111930057873033,KISS1R,8.985410835229446e-05,0.00606843405842857,82.1608,82.5758,100.0,100.0,82.3683,0.43649,0.648,0.89043,0.20584,0.82446
ENSG00000116016,0.8550189484865572,6.19931291991537e-11,EPAS1,0.015300897295186511,0.3447581461814285,88.2759,87.8719,100.0,100.0,88.0739,0.5961,0.381,-0.15408,0.21127,1.0198
ENSG00000116017,0.8709217435261517,1.0316641160257204e-11,ARID3A,0.001454788348028434,0.1419957589757143,81.2816,80.1997,100.0,100.0,80.74065,0.99065,0.276,1.2683,0.087574,0.81295
ENSG00000116030,0.4989891322719394,0.002278507342362036,SUMO1,0.00829134098645918,0.7259529924285715,100.0,100.0,100.0,100.0,100.0,0.86128,0.463,1.5059,0.0,0.38237
ENSG00000116031,0.4578739685573461,0.005678083588508182,CD207,0.0001512065406436422,0.015430355803214285,66.4634,65.861,50.0,100.0,66.1622,2.8182e-06,1.292,0.017074,0.76247,0.9964
ENSG00000116032,0.2468566366427885,0.1528263607566676,GRIN3B,4.191848939699415e-05,0.002450019556114285,76.1266,79.1625,100.0,100.0,77.64455,2.0223e-07,0.978,-1.0335,0.62536,1.1226
ENSG00000116035,0.04209945110415504,0.8102335739363753,VAX2,0.00012017102578392645,0.0039039210935714287,87.5862,86.9863,100.0,100.0,87.28625,0.15981,1.026,-0.64997,0.32635,1.1477
ENSG00000116039,0.7980531698503113,9.358193725196002e-09,ATP6V1B1,1.4498966482453509e-05,0.012660883519833572,93.5673,93.5673,75.0,100.0,93.5673,2.3997e-09,0.948,0.23189,0.63915,0.96284
ENSG00000116044,0.4680882946301883,0.004572300413763797,NFE2L2,0.012071899494293208,0.9116524660285714,80.9917,82.077,100.0,100.0,81.53434999999999,0.0035719,0.663,1.2086,0.36741,0.80748
ENSG00000116062,0.5176123436001079,0.001450086511419855,MSH6,0.0020427948542632787,0.11435007456428573,85.4412,85.567,100.0,100.0,85.5041,3.6705e-05,0.498,-2.7799,0.33574,1.2938
ENSG00000116095,0.3581859115255156,0.03462080917675411,PLEKHA3,0.001992537136367181,0.17130597900000002,91.3333,92.2559,100.0,99.94,91.7946,0.015972,0.697,1.4051,0.35291,0.68508
ENSG00000116096,0.3659314569011429,0.030628477310927056,SPR,0.007634143546180635,0.22152149361142856,74.7126,74.4275,0.0,100.0,74.57005,0.0434,1.138,0.7325,0.44121,0.81402
ENSG00000116106,0.44498467097057304,0.0073953169395159606,EPHA4,0.005000188060421858,0.07533524869385716,98.5801,98.5801,100.0,100.0,98.5801,1.0,0.175,2.8852,0.076659,0.66022
ENSG00000116117,0.5731789375036443,0.00031947475143610934,PARD3B,0.011380100853014188,0.2862889237325715,84.2324,84.3724,100.0,100.0,84.3024,7.2829e-13,0.723,-0.56396,0.53021,1.0624
ENSG00000116120,0.4978723955207026,0.0023392317923833766,FARSB,0.0018413594944595817,0.19374585562857144,93.5484,93.5484,100.0,100.0,93.5484,0.0032955,0.558,1.16,0.32925,0.81669
ENSG00000116127,0.12374615852726661,0.47880003900001944,ALMS1,0.003494182178489148,0.1130314230985714,46.905,52.5538,75.0,92.16,49.7294,4.4999e-60,0.874,-2.9912,0.74774,1.1857
ENSG00000116128,-0.36350160017564154,0.03183811800019264,BCL9,0.0007037577733478452,0.028373426601285716,95.3015,95.3684,100.0,100.0,95.33494999999999,0.49607,0.381,0.035234,0.21848,0.99658
ENSG00000116132,0.9479034375296553,5.840506610315698e-18,PRRX1,0.00034189867218070713,0.16438177496777145,99.5918,99.5918,100.0,100.0,99.5918,0.24291,0.659,1.0224,0.25509,0.76441
ENSG00000116133,0.6667804641424082,1.2220300999680504e-05,DHCR24,0.012175449345547894,0.14660965573857143,96.8992,96.8992,100.0,100.0,96.8992,0.031029,0.523,1.5014,0.2896,0.75843
ENSG00000116138,0.524324167499582,0.0012243526254172592,DNAJC16,0.0016945857236887027,0.07589552521428572,88.3632,89.5078,100.0,100.0,88.9355,3.6232e-11,0.783,0.37401,0.55678,0.94947
ENSG00000116141,0.4458441483205291,0.007268394049339568,MARK1,0.0008322701589340322,0.06574048076864715,94.3396,94.3396,100.0,100.0,94.3396,0.60045,0.363,2.7282,0.21398,0.639
ENSG00000116147,-0.168113800197307,0.3343704275175729,TNR,0.0008505987789614091,0.006486517118402858,93.2253,93.2253,100.0,100.0,93.2253,0.52437,0.336,1.5952,0.22111,0.84256
ENSG00000116151,0.6798846819579557,7.04978013887855e-06,MORN1,0.0004939755397074607,0.023953805351999997,66.1972,68.9727,100.0,100.0,67.58494999999999,1.6137e-11,1.116,-0.28493,0.76779,1.0467
ENSG00000116157,0.41628190744022064,0.012868808839081381,GPX7,0.0008052231073896562,0.088567337934,88.7701,89.2473,100.0,100.0,89.0087,5.8451e-06,1.412,0.1836,0.81198,0.94864
ENSG00000116161,0.7241334915775706,8.787945331393254e-07,CACYBP,0.004624593740165498,0.4226713335857143,93.4211,93.0131,75.0,100.0,93.21709999999999,0.91984,0.38,1.1367,0.080079,0.70217
ENSG00000116171,0.5495339125288518,0.0006279973360874021,SCP2,0.020128668508626817,0.6818091337285714,89.2139,89.2139,100.0,100.0,89.2139,8.7451e-07,0.76,1.2649,0.49338,0.7896
ENSG00000116176,0.9989378462640899,1.0841982496569913e-45,TPSG1,3.844690456334676e-06,0.029892297337967142,69.7819,72.0257,75.0,100.0,70.90379999999999,7.5883e-15,1.966,-2.4452,1.8503,1.4839
ENSG00000116183,0.05588341354343966,0.7498378940713888,PAPPA2,0.0010485061340834898,0.008197763503175715,79.1178,79.2063,100.0,100.0,79.16205,7.7879e-08,0.485,1.0861,0.35139,0.90423
ENSG00000116191,0.7755706888071198,4.454283605570913e-08,RALGPS2,0.01301410721868204,0.2930223079757142,91.2521,93.662,100.0,100.0,92.45705000000001,0.26225,0.408,2.1387,0.23395,0.65546
ENSG00000116194,0.7016095652168919,2.6571949265970297e-06,ANGPTL1,0.004128621109683058,0.14075786945867141,92.8717,93.0612,100.0,100.0,92.96645000000001,1.2103e-10,1.273,0.47933,0.8488,0.91697
ENSG00000116198,0.20262932509016934,0.24305134427485184,CEP104,0.0017476069267922817,0.0786650939492857,80.5405,80.4536,100.0,100.0,80.49705,1.2281e-12,0.743,0.44421,0.54175,0.9458
ENSG00000116199,0.25665066040236295,0.13667691219364675,FAM20B,0.0019200298915197224,0.14353176075714286,97.3105,97.3105,75.0,100.0,97.3105,3.8916e-06,0.913,0.97936,0.56379,0.82157
ENSG00000116205,0.46142763779077794,0.005269802589349521,TCEANC2,0.0006412969685702554,0.053493387451428565,90.8654,91.3043,100.0,100.0,91.08484999999999,2.7615e-07,1.666,0.28879,1.008,0.92446
ENSG00000116209,0.5033946850603406,0.002052165341674045,TMEM59,0.009444695849757824,1.139542546,94.1176,94.1176,100.0,100.0,94.1176,2.4058e-12,1.465,0.43796,0.98871,0.90461
ENSG00000116212,0.06698189921026322,0.7022324496813467,LRRC42,0.0009038587223327674,0.08810960154285714,87.1495,88.5986,100.0,100.0,87.87405000000001,1.3431e-08,1.119,-0.21928,0.72663,1.0403
ENSG00000116213,-0.013408713697770469,0.9390615729554259,WRAP73,0.00064498469322889,0.061721804182857144,88.2609,87.8788,100.0,100.0,88.06985,1.4988e-06,0.797,0.0071523,0.51009,0.99882
ENSG00000116218,0.04994534641529557,0.7756997656928089,NPHS2,1.3947094222157624e-05,0.0005430901344042857,86.423,85.974,100.0,100.0,86.1985,7.2218e-09,1.175,0.68612,0.76304,0.86395
ENSG00000116221,0.4235327350228382,0.01123680614916462,MRPL37,0.0018410030642685132,0.1808000832214286,79.9054,79.9054,100.0,100.0,79.9054,1.3929e-08,1.116,0.50204,0.72447,0.9109
ENSG00000116237,0.4451769690767255,0.007366756057318753,ICMT,0.0007932409926940138,0.07636822381428571,96.1268,96.1268,100.0,100.0,96.1268,0.79377,0.45,2.4158,0.1431,0.40862
ENSG00000116251,0.5028580751707039,0.002078638775254917,RPL22,0.018232344165283985,1.7107674897142857,99.2188,99.2188,100.0,100.0,99.2188,0.15619,1.036,1.6703,0.3299,0.44543
ENSG00000116254,0.048585709890807585,0.7816559934197059,CHD5,1.2511504634149766e-05,0.0024973730477571435,94.5752,94.6721,100.0,100.0,94.62365,1.0,0.157,5.3168,0.089818,0.56491
ENSG00000116260,0.3625866251779252,0.03230361526843248,QSOX1,0.009270774874272155,0.35159324631428573,72.8246,72.7273,100.0,100.0,72.77595,2.5936e-05,0.624,0.34189,0.39946,0.9536
ENSG00000116266,-0.09625805519774783,0.5822722457117436,STXBP3,0.004862103531556738,0.23680293539471428,91.8919,91.8919,100.0,100.0,91.8919,5.1597e-05,0.593,1.764,0.37955,0.71449
ENSG00000116273,0.7869660929799298,2.067401304939993e-08,PHF13,0.0005231213741967192,0.06997364652000002,92.3333,93.5811,100.0,100.0,92.9572,0.98042,0.249,1.7599,0.0,0.64329
ENSG00000116285,0.7470800564704629,2.535471663692149e-07,ERRFI1,0.020271103510424153,0.59786590385,82.0346,82.2126,100.0,100.0,82.1236,0.012152,0.881,0.89624,0.4192,0.84079
ENSG00000116288,0.38110526855253024,0.023897610609780143,PARK7,0.007843571360550774,0.9544536481428569,91.5344,91.5344,100.0,100.0,91.5344,0.75335,0.529,0.16459,0.11153,0.9556
ENSG00000116299,0.5369669128347084,0.0008816932328947123,ELAPOR1,0.000967491361868224,0.10159825692847144,90.3258,90.3258,100.0,100.0,90.3258,7.0266e-13,0.724,1.1223,0.53114,0.86826
ENSG00000116329,0.20780535622673207,0.23096564405869538,OPRD1,2.8934926075411727e-05,0.0011510089301585713,93.5484,93.5484,100.0,100.0,93.5484,0.0033233,1.193,1.5847,0.56836,0.71079
ENSG00000116337,-0.03657205666952602,0.8347799657135541,AMPD2,0.0008793727907474051,0.09292214848571428,94.4242,97.619,100.0,100.0,96.0216,4.5084e-07,0.638,2.8298,0.43012,0.66615
ENSG00000116350,0.16574776358934068,0.3413156183886165,SRSF4,0.010706595126011248,0.5279571315428572,86.8421,87.3727,100.0,100.0,87.1074,0.86723,0.378,2.3983,0.16525,0.62681
ENSG00000116353,0.2563375121484739,0.13717299372611147,MECR,0.0013899783556342528,0.09764741079714284,81.7694,81.7694,100.0,100.0,81.7694,2.2332e-05,0.848,0.11076,0.51227,0.97892
ENSG00000116396,0.2666163003230926,0.12157051642853425,KCNC4,0.0009162711144766176,0.019287281596657144,95.0479,89.3393,100.0,100.0,92.1936,0.0044543,0.732,2.0629,0.38956,0.71712
ENSG00000116406,-0.04290368165768375,0.8066763036216639,EDEM3,0.0034978525534229746,0.21985238284285713,94.3133,92.8194,100.0,100.0,93.56635,0.0024686,0.463,1.2175,0.29639,0.84433
ENSG00000116455,0.5316787591212941,0.0010130553405840504,WDR77,0.0015097078686860292,0.11779578969999999,89.7661,89.7661,100.0,100.0,89.7661,0.0002454,0.824,1.0817,0.47239,0.77228
ENSG00000116459,0.20610431084338632,0.23489166319675608,ATP5PB,0.0136856830030474,0.8883630654285715,82.8125,82.8125,100.0,100.0,82.8125,0.0015286,0.867,-0.0050212,0.46177,1.0012
ENSG00000116473,0.588430681000548,0.00020089888260488328,RAP1A,0.005352708542198862,0.895072388,100.0,100.0,100.0,100.0,100.0,0.62227,0.537,2.3624,0.17073,0.32747
ENSG00000116478,0.5262122140906623,0.0011667073998369172,HDAC1,0.004867470929045657,0.38066833934285715,99.3776,99.3776,100.0,100.0,99.3776,0.61427,0.405,3.0373,0.20512,0.50102
ENSG00000116497,0.36155016603579593,0.03283761862510566,S100PBP,0.0035272291891378644,0.12207452250428574,68.6274,70.7071,100.0,100.0,69.66725,0.94509,0.35,0.076466,0.11125,0.9856
ENSG00000116514,0.2567914667981508,0.13645428101937934,RNF19B,0.002537277804761648,0.2723158370571429,94.2544,94.1257,100.0,100.0,94.19005,0.92372,0.354,2.2728,0.1547,0.65968
ENSG00000116521,0.49352957392460217,0.0025890118893593626,SCAMP3,0.00503220350256482,0.28376064652857147,90.7781,90.0,100.0,100.0,90.38905,0.0021904,0.705,0.38097,0.39087,0.92481
ENSG00000116525,0.3300983469581424,0.052789481961861895,TRIM62,0.000539162437318346,0.030577591450357145,99.1579,99.1579,100.0,100.0,99.1579,3.1787e-08,1.164,1.58,0.7448,0.74428
ENSG00000116539,-0.047804991832542255,0.7850816759989064,ASH1L,0.012958178034111404,0.7207530170714287,92.0378,92.2245,100.0,100.0,92.13115,1.0,0.062,3.4699,0.023938,0.7532
ENSG00000116544,-0.1328706149866838,0.446711821529079,DLGAP3,0.00026237329325297886,0.00521321496825,96.1185,96.3153,100.0,100.0,96.2169,0.99998,0.136,2.6275,0.028591,0.69699
ENSG00000116560,0.693267265963091,3.903496573552611e-06,SFPQ,0.007564740387547133,0.7792603635142856,94.0594,95.1359,100.0,100.0,94.59765,0.99992,0.152,2.9778,0.031943,0.54685
ENSG00000116574,0.17283247832473814,0.3207810172838121,RHOU,0.00507007854312173,0.14621019260724716,91.8605,90.8046,50.0,100.0,91.33255,0.077808,0.934,0.94527,0.36138,0.76287
ENSG00000116584,0.45808361250317076,0.005653264489537206,ARHGEF2,0.002770781687008327,0.24161043958571432,87.1197,72.612,100.0,100.0,79.86585,1.0,0.156,3.6056,0.068157,0.59683
ENSG00000116586,0.2992558326197543,0.08074203973032455,LAMTOR2,0.007404156525031296,0.5658356447857142,99.2,99.2,100.0,100.0,99.2,0.19816,0.929,1.264,0.29531,0.57394
ENSG00000116604,-0.19301657714370568,0.2666039581585972,MEF2D,0.003168704016587632,0.17627923348571425,86.9482,89.5257,100.0,100.0,88.23695000000001,0.99705,0.243,2.2512,0.077115,0.64873
ENSG00000116641,0.4479207275654233,0.006969401387553259,DOCK7,0.005142317214882601,0.15483258400000002,97.757,98.216,100.0,100.0,97.9865,6.358e-06,0.379,3.4194,0.28458,0.71142
ENSG00000116649,0.5215077707996094,0.0013150009296287615,SRM,0.001130808779748915,0.3151190674,94.702,94.702,100.0,99.93,94.702,0.23479,0.571,2.5508,0.24947,0.45941
ENSG00000116661,0.17605587471297132,0.31169878986031413,FBXO2,0.0009274877040644605,0.0354328894688,88.1757,87.8788,100.0,100.0,88.02725000000001,0.00021527,0.997,0.091199,0.55272,0.98016
ENSG00000116663,0.006784024169006631,0.9691474154832238,FBXO6,0.0033384985646355797,0.14255711712142854,67.9181,67.4576,100.0,99.01,67.68785,0.015153,0.841,-0.25126,0.39992,1.0526
ENSG00000116667,0.42321423929880353,0.011304620299795873,C1orf21,0.004858373956364572,0.3319878011142857,96.6942,96.6942,100.0,100.0,96.6942,0.89204,0.414,0.7918,0.0,0.71846
ENSG00000116668,0.1322031767494756,0.4490186783601125,SWT1,0.00165600586378681,0.08378365912285715,70.3333,69.7905,100.0,99.29,70.0619,0.99759,0.268,1.4874,0.13601,0.79836
ENSG00000116670,0.3143594362334442,0.06588998703848582,MAD2L2,0.0016503624180399135,0.13862064132857144,98.5782,98.5782,100.0,100.0,98.5782,0.082082,0.717,1.5685,0.31349,0.6153
ENSG00000116675,0.7365766067321855,4.5498258485825695e-07,DNAJC6,0.0008210952968578776,0.023985860661571434,92.8866,93.0785,100.0,100.0,92.98255,0.99986,0.222,1.6003,0.10574,0.80391
ENSG00000116678,0.5233052877357474,0.0012564902898741163,LEPR,0.010472385852927448,0.11271408443614286,75.4506,75.6454,100.0,100.0,75.548,0.99475,0.284,1.422,0.16287,0.83483
ENSG00000116679,-0.28866211512127016,0.0926190674721993,IVNS1ABP,0.005038423531511441,0.47835313328571427,97.0405,97.0405,100.0,100.0,97.0405,0.99442,0.281,2.8851,0.13349,0.5611
ENSG00000116685,0.0688974986129604,0.6941215912199178,KIAA2013,0.0019859745096332242,0.19594018858571433,91.9558,91.9558,100.0,100.0,91.9558,0.0097782,0.755,1.833,0.38251,0.72173
ENSG00000116688,-0.060853342092016455,0.7283955459915754,MFN2,0.0023596732391605825,0.1362946762857143,94.9802,94.9802,100.0,100.0,94.9802,0.99415,0.282,1.6575,0.13395,0.77289
