human_ensembl_id,gene_name,mouse_ensembl_id,orthology_type,perc_id_human_to_mouse,perc_id_mouse_to_human,goc_score,wga_coverage
ENSG00000135119,RNFT2,ENSMUSG00000032850,ortholog_one2one,92.3423,91.9283,100.0,100.0
ENSG00000085276,MECOM,ENSMUSG00000027684,ortholog_one2one,79.096,93.2445,50.0,100.0
ENSG00000212122,TSSK1B,ENSMUSG00000041566,ortholog_one2one,84.4687,84.9315,0.0,100.0
ENSG00000204979,MS4A13,ENSMUSG00000057240,ortholog_one2one,63.1579,47.2906,100.0,85.29
ENSG00000171444,MCC,ENSMUSG00000071856,ortholog_one2one,93.4249,94.9153,50.0,100.0
ENSG00000112137,PHACTR1,ENSMUSG00000054728,ortholog_one2one,96.8966,86.5948,100.0,100.0
ENSG00000124429,POF1B,ENSMUSG00000034607,ortholog_one2one,89.3039,89.6082,100.0,100.0
ENSG00000139190,VAMP1,ENSMUSG00000030337,ortholog_one2one,94.9153,65.4971,100.0,86.38
ENSG00000197467,COL13A1,ENSMUSG00000058806,ortholog_one2one,87.2253,85.9269,100.0,100.0
ENSG00000168675,LDLRAD4,ENSMUSG00000024544,ortholog_one2one,90.1961,90.1961,100.0,100.0
ENSG00000178222,RNF212,ENSMUSG00000055385,ortholog_one2one,52.5253,50.8143,50.0,81.42
ENSG00000178026,LRRC75B,ENSMUSG00000046807,ortholog_one2one,80.6349,83.0065,75.0,100.0
ENSG00000204290,BTNL2,ENSMUSG00000024340,ortholog_one2one,62.2407,58.3658,100.0,97.04
ENSG00000205927,OLIG2,ENSMUSG00000039830,ortholog_one2one,96.2848,96.2848,100.0,100.0
ENSG00000172757,CFL1,ENSMUSG00000056201,ortholog_one2one,98.7952,98.7952,75.0,100.0
ENSG00000203877,RIPPLY2,ENSMUSG00000047897,ortholog_one2one,63.2812,63.2812,100.0,100.0
ENSG00000160190,SLC37A1,ENSMUSG00000024036,ortholog_one2one,86.4916,86.8173,100.0,100.0
ENSG00000111404,RERGL,ENSMUSG00000092164,ortholog_one2one,85.7843,85.7843,100.0,100.0
ENSG00000215193,PEX26,ENSMUSG00000067825,ortholog_one2one,74.7541,74.7541,100.0,100.0
ENSG00000099822,HCN2,ENSMUSG00000020331,ortholog_one2one,91.7885,94.5539,100.0,100.0
ENSG00000204536,CCHCR1,ENSMUSG00000040312,ortholog_one2one,71.7566,72.0877,100.0,100.0
ENSG00000113712,CSNK1A1,ENSMUSG00000024576,ortholog_one2one,98.5163,88.7701,100.0,100.0
ENSG00000147138,GPR174,ENSMUSG00000073008,ortholog_one2one,88.2883,87.7612,100.0,100.0
ENSG00000102243,VGLL1,ENSMUSG00000031131,ortholog_one2one,47.2868,39.7394,100.0,97.95
ENSG00000070388,FGF22,ENSMUSG00000020327,ortholog_one2one,80.5882,84.5679,100.0,100.0
ENSG00000181215,C4orf50,ENSMUSG00000117286,ortholog_one2one,45.0265,47.4493,100.0,100.0
ENSG00000248771,SMIM31,ENSMUSG00000074300,ortholog_one2one,61.9718,61.9718,75.0,100.0
ENSG00000182518,VCF2,ENSMUSG00000041629,ortholog_one2one,57.3913,35.6757,0.0,2.85
ENSG00000134640,MTNR1B,ENSMUSG00000050901,ortholog_one2one,79.0055,78.5714,100.0,100.0
ENSG00000159873,CCDC117,ENSMUSG00000020482,ortholog_one2one,78.1362,78.7004,50.0,100.0
ENSG00000139220,PPFIA2,ENSMUSG00000053825,ortholog_one2one,98.8067,98.8067,100.0,100.0
ENSG00000125650,PSPN,ENSMUSG00000002664,ortholog_one2one,64.7436,64.7436,100.0,100.0
ENSG00000102032,RENBP,ENSMUSG00000031387,ortholog_one2one,83.3724,82.7907,100.0,100.0
ENSG00000088247,KHSRP,ENSMUSG00000007670,ortholog_one2one,98.3936,98.262,100.0,99.97
ENSG00000171053,PATE1,ENSMUSG00000091215,ortholog_one2one,61.1111,61.6,100.0,100.0
ENSG00000196844,PATE2,ENSMUSG00000074452,ortholog_one2one,60.177,45.6376,0.0,83.08
ENSG00000183864,TOB2,ENSMUSG00000048546,ortholog_one2one,89.8256,89.5652,75.0,100.0
ENSG00000184985,SORCS2,ENSMUSG00000029093,ortholog_one2one,86.0224,86.0224,100.0,100.0
ENSG00000017797,RALBP1,ENSMUSG00000024096,ortholog_one2one,91.6031,92.5926,100.0,100.0
ENSG00000126243,LRFN3,ENSMUSG00000036957,ortholog_one2one,96.0191,96.3259,100.0,100.0
ENSG00000236027,PATE3,ENSMUSG00000094995,ortholog_one2one,64.2857,64.2857,75.0,100.0
ENSG00000133103,COG6,ENSMUSG00000027742,ortholog_one2one,91.0198,91.0198,75.0,100.0
ENSG00000237353,PATE4,ENSMUSG00000032099,ortholog_one2one,39.7959,39.3939,75.0,100.0
ENSG00000205138,SDHAF1,ENSMUSG00000074211,ortholog_one2one,79.1304,77.1186,100.0,100.0
ENSG00000184117,NIPSNAP1,ENSMUSG00000034285,ortholog_one2one,94.3662,94.3662,100.0,100.0
ENSG00000101856,PGRMC1,ENSMUSG00000006373,ortholog_one2one,95.3846,95.3846,100.0,100.0
ENSG00000130477,UNC13A,ENSMUSG00000034799,ortholog_one2one,95.8896,94.3385,50.0,100.0
ENSG00000222067,RNU4-86P,ENSMUSG00000084731,ortholog_one2one,31.9635,57.377,,0.0
ENSG00000155511,GRIA1,ENSMUSG00000020524,ortholog_one2one,97.9029,97.7949,100.0,100.0
ENSG00000184507,NUTM1,ENSMUSG00000041358,ortholog_one2one,64.2241,66.1634,75.0,99.95
ENSG00000006118,TMEM132A,ENSMUSG00000024736,ortholog_one2one,87.0968,87.5246,100.0,100.0
ENSG00000129682,FGF13,ENSMUSG00000031137,ortholog_one2one,99.5918,99.5918,75.0,100.0
ENSG00000134160,TRPM1,ENSMUSG00000030523,ortholog_one2one,86.5846,86.4251,100.0,99.98
ENSG00000201264,SNORD73B,ENSMUSG00000064390,ortholog_one2one,83.3333,84.507,,100.0
ENSG00000208797,SNORD73A,ENSMUSG00000064984,ortholog_one2one,87.6923,83.8235,,100.0
ENSG00000189099,PRSS48,ENSMUSG00000049013,ortholog_one2one,56.7073,59.6154,100.0,96.61
ENSG00000129749,CHRNA10,ENSMUSG00000066279,ortholog_one2one,91.3333,91.9463,100.0,100.0
ENSG00000150630,VEGFC,ENSMUSG00000031520,ortholog_one2one,85.4415,86.2651,100.0,100.0
ENSG00000102100,SLC35A2,ENSMUSG00000031156,ortholog_one2one,95.7071,96.4377,75.0,100.0
ENSG00000175040,CHST2,ENSMUSG00000033350,ortholog_one2one,94.9057,94.9057,100.0,100.0
ENSG00000100092,SH3BP1,ENSMUSG00000022436,ortholog_one2one,82.5963,85.1471,100.0,100.0
ENSG00000175077,RTP1,ENSMUSG00000033383,ortholog_one2one,88.2129,88.2129,100.0,100.0
ENSG00000201931,RNA5SP172,ENSMUSG00002076314,ortholog_one2one,62.7119,64.9123,,0.0
ENSG00000187079,TEAD1,ENSMUSG00000055320,ortholog_one2one,95.7747,93.578,100.0,100.0
ENSG00000272856,SCPPPQ1,ENSMUSG00000091034,ortholog_one2one,56.962,50.0,100.0,100.0
ENSG00000248099,INSL3,ENSMUSG00000079019,ortholog_one2one,54.9618,59.0164,75.0,100.0
ENSG00000130513,GDF15,ENSMUSG00000038508,ortholog_one2one,57.7922,58.7459,100.0,100.0
ENSG00000163736,PPBP,ENSMUSG00000029372,ortholog_one2one,46.875,53.0973,0.0,100.0
ENSG00000121853,GHSR,ENSMUSG00000051136,ortholog_one2one,95.3552,95.8791,100.0,100.0
ENSG00000124466,LYPD3,ENSMUSG00000057454,ortholog_one2one,74.2775,70.7989,100.0,100.0
ENSG00000174948,GPR149,ENSMUSG00000043441,ortholog_one2one,79.2066,79.0984,100.0,100.0
ENSG00000109220,CHIC2,ENSMUSG00000029229,ortholog_one2one,99.3939,99.3939,100.0,100.0
ENSG00000118156,ZNF541,ENSMUSG00000078796,ortholog_one2one,76.3001,75.3485,100.0,97.1
ENSG00000180613,GSX2,ENSMUSG00000035946,ortholog_one2one,88.8158,88.5246,100.0,100.0
ENSG00000182103,FAM181B,ENSMUSG00000051515,ortholog_one2one,77.23,78.8969,100.0,100.0
ENSG00000158258,CLSTN2,ENSMUSG00000032452,ortholog_one2one,94.7644,94.2708,100.0,100.0
ENSG00000160305,DIP2A,ENSMUSG00000020231,ortholog_one2one,93.1254,93.662,100.0,100.0
ENSG00000177432,NAP1L5,ENSMUSG00000055430,ortholog_one2one,67.5824,78.8462,50.0,100.0
ENSG00000134440,NARS1,ENSMUSG00000024587,ortholog_one2one,93.6131,91.771,100.0,100.0
ENSG00000174885,NLRP6,ENSMUSG00000038745,ortholog_one2one,69.3603,68.743,100.0,100.0
ENSG00000136514,RTP4,ENSMUSG00000033355,ortholog_one2one,43.0894,42.5703,100.0,100.0
ENSG00000268480,NFILZ,ENSMUSG00000117495,ortholog_one2one,56.7474,58.9928,75.0,100.0
ENSG00000204694,OR11A1,ENSMUSG00000064121,ortholog_one2one,73.9683,74.4409,100.0,100.0
ENSG00000179846,NKPD1,ENSMUSG00000060621,ortholog_one2one,77.524,78.1818,100.0,100.0
ENSG00000138246,DNAJC13,ENSMUSG00000032560,ortholog_one2one,96.6563,96.4413,75.0,100.0
ENSG00000206013,IFITM5,ENSMUSG00000025489,ortholog_one2one,79.5455,78.3582,75.0,100.0
ENSG00000161888,SPC24,ENSMUSG00000074476,ortholog_one2one,73.6041,72.1393,100.0,100.0
ENSG00000102753,KPNA3,ENSMUSG00000021929,ortholog_one2one,99.2322,99.2322,100.0,100.0
ENSG00000167749,KLK4,ENSMUSG00000006948,ortholog_one2one,69.2913,69.0196,100.0,100.0
ENSG00000206583,RNU6-1292P,ENSMUSG00000088748,ortholog_one2one,64.486,79.3103,,0.0
ENSG00000171204,TMEM126B,ENSMUSG00000030614,ortholog_one2one,55.2174,55.2174,100.0,100.0
ENSG00000100418,DESI1,ENSMUSG00000022472,ortholog_one2one,97.0238,97.0238,75.0,100.0
ENSG00000145879,SPINK7,ENSMUSG00000060201,ortholog_one2one,67.0588,67.0588,50.0,100.0
ENSG00000099940,SNAP29,ENSMUSG00000022765,ortholog_one2one,83.7209,83.0769,100.0,100.0
ENSG00000230561,CCDC192,ENSMUSG00000058925,ortholog_one2one,56.4103,60.8696,100.0,100.0
ENSG00000147027,TMEM47,ENSMUSG00000025666,ortholog_one2one,98.895,98.895,100.0,100.0
ENSG00000080709,KCNN2,ENSMUSG00000054477,ortholog_one2one,71.6814,98.7805,100.0,100.0
ENSG00000179071,CCDC89,ENSMUSG00000044362,ortholog_one2one,77.0053,77.8378,100.0,100.0
ENSG00000176463,SLCO3A1,ENSMUSG00000025790,ortholog_one2one,97.8873,97.8873,75.0,100.0
ENSG00000151364,KCTD14,ENSMUSG00000051727,ortholog_one2one,54.1176,48.0836,100.0,83.78
ENSG00000155890,TRIM42,ENSMUSG00000032451,ortholog_one2one,86.9986,86.9986,100.0,100.0
ENSG00000172738,TMEM217,ENSMUSG00000079580,ortholog_one2one,48.8152,54.4974,100.0,92.59
ENSG00000145757,SPATA9,ENSMUSG00000021590,ortholog_one2one,78.3465,78.9683,100.0,100.0
ENSG00000172578,KLHL6,ENSMUSG00000043008,ortholog_one2one,94.3639,94.6688,50.0,100.0
ENSG00000196839,ADA,ENSMUSG00000017697,ortholog_one2one,80.7163,83.2386,100.0,100.0
ENSG00000122121,XPNPEP2,ENSMUSG00000037005,ortholog_one2one,81.3056,81.3056,100.0,100.0
ENSG00000166341,DCHS1,ENSMUSG00000036862,ortholog_one2one,92.5409,92.7378,100.0,100.0
ENSG00000166897,ELFN2,ENSMUSG00000043460,ortholog_one2one,95.9756,95.6258,100.0,100.0
ENSG00000284447,MIR9-2,ENSMUSG00000065424,ortholog_one2one,82.7586,100.0,,100.0
ENSG00000125304,TM9SF2,ENSMUSG00000025544,ortholog_one2one,95.6259,95.7704,100.0,100.0
ENSG00000163638,ADAMTS9,ENSMUSG00000030022,ortholog_one2one,88.9406,89.1248,50.0,100.0
ENSG00000099991,CABIN1,ENSMUSG00000020196,ortholog_one2one,88.6937,90.032,75.0,100.0
ENSG00000152377,SPOCK1,ENSMUSG00000056222,ortholog_one2one,95.2164,94.5701,100.0,100.0
ENSG00000254550,OMP,ENSMUSG00000074006,ortholog_one2one,89.5705,89.5705,100.0,100.0
ENSG00000216009,MIR874,ENSMUSG00000077962,ortholog_one2one,96.1538,98.6842,,100.0
ENSG00000176029,C11orf16,ENSMUSG00000031022,ortholog_one2one,53.5332,62.1891,100.0,98.11
ENSG00000164236,ANKRD33B,ENSMUSG00000022237,ortholog_one2one,73.6842,76.3103,100.0,100.0
ENSG00000189420,ZFP92,ENSMUSG00000031374,ortholog_one2one,61.7788,52.6639,50.0,100.0
ENSG00000141448,GATA6,ENSMUSG00000005836,ortholog_one2one,89.2437,90.1528,100.0,100.0
ENSG00000184347,SLIT3,ENSMUSG00000056427,ortholog_one2one,94.0249,94.0249,100.0,100.0
ENSG00000123572,NRK,ENSMUSG00000052854,ortholog_one2one,64.6018,70.2405,100.0,100.0
ENSG00000201998,SNORA23,ENSMUSG00000064451,ortholog_one2one,86.8132,85.8696,,100.0
ENSG00000158578,ALAS2,ENSMUSG00000025270,ortholog_one2one,90.1192,90.1192,75.0,100.0
ENSG00000213822,CEACAM18,ENSMUSG00000030472,ortholog_one2one,53.6458,54.7872,25.0,100.0
ENSG00000105672,ETV2,ENSMUSG00000006311,ortholog_one2one,66.9591,68.3582,100.0,100.0
ENSG00000235711,ANKRD34C,ENSMUSG00000047606,ortholog_one2one,90.0935,90.2622,100.0,100.0
ENSG00000188112,C6orf132,ENSMUSG00000034382,ortholog_one2one,68.8552,67.8275,100.0,99.47
ENSG00000198838,RYR3,ENSMUSG00000057378,ortholog_one2one,95.9754,95.6219,100.0,99.99
ENSG00000101624,CEP76,ENSMUSG00000073542,ortholog_one2one,97.7238,97.7238,100.0,100.0
ENSG00000180660,MAB21L1,ENSMUSG00000056947,ortholog_one2one,100.0,100.0,75.0,100.0
ENSG00000157343,ARMC12,ENSMUSG00000024223,ortholog_one2one,83.2353,77.3224,100.0,100.0
ENSG00000175066,GK5,ENSMUSG00000041440,ortholog_one2one,81.0964,80.3371,100.0,100.0
ENSG00000136104,RNASEH2B,ENSMUSG00000021932,ortholog_one2one,80.7692,81.8182,100.0,100.0
ENSG00000105668,UPK1A,ENSMUSG00000006313,ortholog_one2one,92.6357,92.9961,100.0,100.0
ENSG00000207739,MIR218-2,ENSMUSG00000065583,ortholog_one2one,95.4545,95.4545,,100.0
ENSG00000185662,SMIM23,ENSMUSG00000020270,ortholog_one2one,48.2558,61.0294,100.0,100.0
ENSG00000207507,RNU6-9,ENSMUSG00000118868,ortholog_one2one,100.0,100.0,,0.0
ENSG00000250722,SELENOP,ENSMUSG00000064373,ortholog_one2one,70.6037,70.7895,50.0,100.0
ENSG00000196415,PRTN3,ENSMUSG00000057729,ortholog_one2one,63.6719,64.1732,100.0,100.0
ENSG00000197753,LHFPL5,ENSMUSG00000062252,ortholog_one2one,98.1735,98.1735,100.0,98.69
ENSG00000112679,DUSP22,ENSMUSG00000069255,ortholog_one2one,90.7317,90.7317,50.0,100.0
ENSG00000204950,LRRC10B,ENSMUSG00000090291,ortholog_one2one,95.2055,95.2055,100.0,100.0
ENSG00000178297,TMPRSS9,ENSMUSG00000059406,ortholog_one2one,79.6889,79.2539,100.0,100.0
ENSG00000149480,MTA2,ENSMUSG00000071646,ortholog_one2one,98.503,98.503,100.0,100.0
ENSG00000174013,FBXO45,ENSMUSG00000035764,ortholog_one2one,95.4545,95.4545,75.0,100.0
ENSG00000134265,NAPG,ENSMUSG00000024581,ortholog_one2one,98.0769,98.0769,25.0,100.0
ENSG00000212370,RNU6-482P,ENSMUSG00002075830,ortholog_one2one,61.6822,62.8571,,0.0
ENSG00000182132,KCNIP1,ENSMUSG00000053519,ortholog_one2one,91.2037,84.9138,100.0,100.0
ENSG00000163961,RNF168,ENSMUSG00000014074,ortholog_one2one,63.7478,64.1975,100.0,95.7
ENSG00000100341,PNPLA5,ENSMUSG00000018868,ortholog_one2one,66.4336,65.8199,100.0,100.0
ENSG00000149489,ROM1,ENSMUSG00000071648,ortholog_one2one,84.3305,84.3305,100.0,100.0
ENSG00000158290,CUL4B,ENSMUSG00000031095,ortholog_one2one,96.4246,88.9691,100.0,99.44
ENSG00000180611,MB21D2,ENSMUSG00000051065,ortholog_one2one,98.5743,98.5743,100.0,100.0
ENSG00000125741,OPA3,ENSMUSG00000052214,ortholog_one2one,85.4749,85.4749,100.0,100.0
ENSG00000185085,INTS5,ENSMUSG00000071652,ortholog_one2one,95.2895,95.3831,100.0,100.0
ENSG00000205835,GMNC,ENSMUSG00000068428,ortholog_one2one,78.4431,78.6787,100.0,100.0
ENSG00000284544,MIR330,ENSMUSG00000065543,ortholog_one2one,90.4255,86.7347,,100.0
ENSG00000128271,ADORA2A,ENSMUSG00000020178,ortholog_one2one,81.068,81.4634,25.0,100.0
ENSG00000105639,JAK3,ENSMUSG00000031805,ortholog_one2one,82.0285,83.8182,50.0,100.0
ENSG00000278615,C11orf98,ENSMUSG00000071653,ortholog_one2one,82.9268,82.9268,100.0,100.0
ENSG00000206597,SNORA57,ENSMUSG00000070167,ortholog_one2one,88.5906,89.1892,,100.0
ENSG00000182836,PLCXD3,ENSMUSG00000049148,ortholog_one2one,98.4424,98.4424,100.0,100.0
ENSG00000173261,PLAC8L1,ENSMUSG00000059455,ortholog_one2one,77.4011,77.4011,100.0,100.0
ENSG00000079841,RIMS1,ENSMUSG00000041670,ortholog_one2one,90.1891,91.5966,100.0,100.0
ENSG00000141384,TAF4B,ENSMUSG00000054321,ortholog_one2one,78.5383,79.1813,100.0,100.0
ENSG00000251773,RNU6-1129P,ENSMUSG00002074957,ortholog_one2one,70.1923,68.8679,,0.0
ENSG00000252889,RNU6-1236P,ENSMUSG00000088318,ortholog_one2one,55.5556,54.4554,,0.0
ENSG00000165325,DEUP1,ENSMUSG00000039977,ortholog_one2one,80.298,80.6988,100.0,100.0
ENSG00000173210,ABLIM3,ENSMUSG00000032735,ortholog_one2one,97.9502,98.0938,100.0,100.0
ENSG00000222499,RN7SKP177,ENSMUSG00002074944,ortholog_one2one,38.5915,61.991,,0.0
ENSG00000252082,RNU6-547P,ENSMUSG00000119363,ortholog_one2one,76.4706,72.8972,,0.0
ENSG00000253020,RN7SKP40,ENSMUSG00002076992,ortholog_one2one,49.5868,39.0879,,0.0
ENSG00000207156,RNU6-505P,ENSMUSG00000088450,ortholog_one2one,62.6168,67.0,,0.0
ENSG00000199488,RNU1-70P,ENSMUSG00000064579,ortholog_one2one,64.0244,64.4172,,0.0
ENSG00000166979,EVA1C,ENSMUSG00000039903,ortholog_one2one,86.1678,86.3636,100.0,100.0
ENSG00000187848,P2RX2,ENSMUSG00000029503,ortholog_one2one,79.8301,75.6539,100.0,100.0
ENSG00000207166,SNORA68,ENSMUSG00000077563,ortholog_one2one,72.9323,74.0458,,95.45
ENSG00000199363,SNORA63E,ENSMUSG00000064724,ortholog_one2one,80.1527,80.7692,,0.0
ENSG00000105641,SLC5A5,ENSMUSG00000000792,ortholog_one2one,81.0264,84.3042,75.0,100.0
ENSG00000212489,RNU6-1109P,ENSMUSG00002075642,ortholog_one2one,63.5514,63.5514,,0.0
ENSG00000019995,ZRANB1,ENSMUSG00000030967,ortholog_one2one,99.2938,99.2938,100.0,100.0
ENSG00000158470,B4GALT5,ENSMUSG00000017929,ortholog_one2one,95.1031,95.1031,100.0,100.0
ENSG00000207130,,ENSMUSG00000077667,ortholog_one2one,60.0,71.0526,,0.0
ENSG00000119938,PPP1R3C,ENSMUSG00000067279,ortholog_one2one,86.1199,86.1199,100.0,100.0
ENSG00000081154,PCNP,ENSMUSG00000071533,ortholog_one2one,95.5056,95.5056,100.0,100.0
ENSG00000128294,TPST2,ENSMUSG00000029344,ortholog_one2one,94.4297,94.6809,100.0,100.0
ENSG00000176798,OR51L1,ENSMUSG00000080891,ortholog_one2one,87.9365,87.9365,25.0,100.0
ENSG00000189430,NCR1,ENSMUSG00000062524,ortholog_one2one,61.1842,57.2308,100.0,100.0
ENSG00000154493,C10orf90,ENSMUSG00000030994,ortholog_one2one,58.4171,67.2938,100.0,100.0
ENSG00000181518,OR8D4,ENSMUSG00000049073,ortholog_one2one,84.0764,84.8875,100.0,100.0
ENSG00000253087,RNU6-1174P,ENSMUSG00000087987,ortholog_one2one,70.297,68.932,,0.0
ENSG00000181009,OR52N5,ENSMUSG00000073916,ortholog_one2one,84.8765,86.7508,25.0,100.0
ENSG00000163705,FANCD2OS,ENSMUSG00000033963,ortholog_one2one,92.0904,91.573,100.0,100.0
ENSG00000101282,RSPO4,ENSMUSG00000032852,ortholog_one2one,82.0513,84.2105,100.0,100.0
ENSG00000172324,OR5A2,ENSMUSG00000109328,ortholog_one2one,78.0864,79.3103,0.0,100.0
ENSG00000148680,HTR7,ENSMUSG00000024798,ortholog_one2one,87.0564,88.7234,100.0,100.0
ENSG00000181001,OR52N1,ENSMUSG00000051885,ortholog_one2one,86.5625,86.2928,25.0,100.0
ENSG00000172365,OR5B2,ENSMUSG00000046913,ortholog_one2one,73.1392,72.9032,50.0,0.0
ENSG00000197125,OR8B8,ENSMUSG00000066748,ortholog_one2one,85.8521,86.129,100.0,100.0
ENSG00000199032,MIR425,ENSMUSG00000065579,ortholog_one2one,95.4023,97.6471,,100.0
ENSG00000207605,MIR191,ENSMUSG00002076293,ortholog_one2one,64.1304,49.1667,,100.0
ENSG00000188817,SNTN,ENSMUSG00000044772,ortholog_one2one,72.1088,72.1088,100.0,100.0
ENSG00000124159,MATN4,ENSMUSG00000016995,ortholog_one2one,90.1893,83.9744,50.0,100.0
ENSG00000160439,RDH13,ENSMUSG00000008435,ortholog_one2one,84.29,83.5329,100.0,100.0
ENSG00000163634,THOC7,ENSMUSG00000053453,ortholog_one2one,97.549,97.549,100.0,100.0
ENSG00000176105,YES1,ENSMUSG00000014932,ortholog_one2one,95.9484,96.3031,0.0,100.0
ENSG00000127743,IL17B,ENSMUSG00000024578,ortholog_one2one,88.3333,88.3333,100.0,100.0
ENSG00000252611,RNU6-1121P,ENSMUSG00002074982,ortholog_one2one,42.2018,82.1429,,0.0
ENSG00000284182,MIR143,ENSMUSG00000065445,ortholog_one2one,59.434,100.0,,100.0
ENSG00000276365,MIR145,ENSMUSG00000065592,ortholog_one2one,78.4091,98.5714,,100.0
ENSG00000145860,RNF145,ENSMUSG00000019189,ortholog_one2one,93.816,93.816,100.0,100.0
ENSG00000156113,KCNMA1,ENSMUSG00000063142,ortholog_one2one,84.0615,91.7845,100.0,100.0
ENSG00000240045,STRIT1,ENSMUSG00000103476,ortholog_one2one,74.2857,76.4706,100.0,100.0
ENSG00000124440,HIF3A,ENSMUSG00000004328,ortholog_one2one,82.3617,82.9819,100.0,100.0
ENSG00000172367,NHERF4,ENSMUSG00000032105,ortholog_one2one,80.9901,82.1285,100.0,100.0
ENSG00000181744,DIPK2A,ENSMUSG00000045414,ortholog_one2one,97.6744,97.6744,100.0,100.0
ENSG00000221120,MIR1224,ENSMUSG00000080669,ortholog_one2one,81.1765,81.1765,,100.0
ENSG00000160200,CBS,ENSMUSG00000024039,ortholog_one2one,83.8475,82.3529,100.0,100.0
ENSG00000022277,RTF2,ENSMUSG00000027502,ortholog_one2one,88.2353,87.9479,100.0,100.0
ENSG00000167791,CABP2,ENSMUSG00000024857,ortholog_one2one,88.1818,87.7828,100.0,100.0
ENSG00000163888,CAMK2N2,ENSMUSG00000051146,ortholog_one2one,98.7342,98.7342,100.0,100.0
ENSG00000206708,RNU6-1227P,ENSMUSG00000119240,ortholog_one2one,82.243,82.243,,0.0
ENSG00000188573,FBLL1,ENSMUSG00000051062,ortholog_one2one,84.1317,89.4904,100.0,100.0
ENSG00000181585,TMIE,ENSMUSG00000049555,ortholog_one2one,91.6667,93.4641,100.0,100.0
ENSG00000199035,MIR103A1,ENSMUSG00000065553,ortholog_one2one,100.0,90.6977,,100.0
ENSG00000139372,TDG,ENSMUSG00000034674,ortholog_one2one,88.0488,85.7482,50.0,97.8
ENSG00000283706,PRSS50,ENSMUSG00000048752,ortholog_one2one,62.0779,54.4419,100.0,100.0
ENSG00000113448,PDE4D,ENSMUSG00000021699,ortholog_one2one,97.2806,98.0075,100.0,100.0
ENSG00000170782,OR10A4,ENSMUSG00000073897,ortholog_one2one,88.254,88.254,100.0,100.0
ENSG00000199796,RNU6-924P,ENSMUSG00000119653,ortholog_one2one,78.7037,79.4393,,0.0
ENSG00000169515,CCDC8,ENSMUSG00000041117,ortholog_one2one,65.2416,46.4901,100.0,93.69
ENSG00000174914,OR9G1,ENSMUSG00000075209,ortholog_one2one,76.0656,75.0809,50.0,100.0
ENSG00000172061,LRRC15,ENSMUSG00000052316,ortholog_one2one,81.7556,82.038,100.0,100.0
ENSG00000154832,CXXC1,ENSMUSG00000024560,ortholog_one2one,96.6463,96.0606,100.0,100.0
ENSG00000185112,FAM43A,ENSMUSG00000046546,ortholog_one2one,88.6525,88.4434,100.0,100.0
ENSG00000188162,OTOG,ENSMUSG00000009487,ortholog_one2one,82.0803,82.1367,100.0,100.0
ENSG00000288645,,ENSMUSG00000144230,ortholog_one2one,83.7209,84.375,100.0,100.0
ENSG00000166147,FBN1,ENSMUSG00000027204,ortholog_one2one,96.3079,96.2409,100.0,100.0
ENSG00000134109,EDEM1,ENSMUSG00000030104,ortholog_one2one,92.0852,92.7914,100.0,100.0
ENSG00000139304,PTPRQ,ENSMUSG00000035916,ortholog_one2one,86.7769,86.7391,100.0,100.0
ENSG00000166359,WDR88,ENSMUSG00000118454,ortholog_one2one,59.7458,49.9115,100.0,77.83
ENSG00000130881,LRP3,ENSMUSG00000001802,ortholog_one2one,93.1169,90.7595,100.0,100.0
ENSG00000110244,APOA4,ENSMUSG00000032080,ortholog_one2one,59.596,59.7468,100.0,100.0
ENSG00000168356,SCN11A,ENSMUSG00000034115,ortholog_one2one,72.4176,73.4844,100.0,100.0
ENSG00000149657,LSM14B,ENSMUSG00000039108,ortholog_one2one,94.5455,94.5455,100.0,100.0
ENSG00000165899,OTOGL,ENSMUSG00000091455,ortholog_one2one,86.4003,87.4409,100.0,99.9
ENSG00000077713,SLC25A43,ENSMUSG00000037636,ortholog_one2one,85.6305,85.6305,100.0,100.0
ENSG00000184698,OR51M1,ENSMUSG00000042219,ortholog_one2one,81.2883,83.0721,100.0,100.0
ENSG00000099998,GGT5,ENSMUSG00000006344,ortholog_one2one,78.157,79.9302,50.0,100.0
ENSG00000187918,OR51I2,ENSMUSG00000073932,ortholog_one2one,89.1026,89.1026,100.0,100.0
ENSG00000181963,OR52K2,ENSMUSG00000073973,ortholog_one2one,87.8981,87.0662,50.0,99.26
ENSG00000076944,STXBP2,ENSMUSG00000004626,ortholog_one2one,94.7723,94.7723,100.0,100.0
ENSG00000182791,CCDC87,ENSMUSG00000067872,ortholog_one2one,60.5418,60.117,100.0,100.0
ENSG00000147246,HTR2C,ENSMUSG00000041380,ortholog_one2one,90.6114,90.4139,100.0,100.0
ENSG00000197790,OR52M1,ENSMUSG00000073971,ortholog_one2one,90.2208,90.2208,100.0,100.0
ENSG00000196396,PTPN1,ENSMUSG00000027540,ortholog_one2one,82.7586,83.3333,100.0,100.0
ENSG00000155008,APOOL,ENSMUSG00000025525,ortholog_one2one,76.8657,77.7358,100.0,100.0
ENSG00000176925,OR51F2,ENSMUSG00000073965,ortholog_one2one,79.0909,83.3866,100.0,100.0
ENSG00000172320,OR5A1,ENSMUSG00000067522,ortholog_one2one,83.8095,83.2808,50.0,100.0
ENSG00000183087,GAS6,ENSMUSG00000031451,ortholog_one2one,80.826,81.3056,100.0,97.58
