gene_symbol_human,ensembl_id,chrom,tss,phastcons_100way_2kb
ZNF169,ENSG00000175787,chr9,94259298,0.06813725000052363
MIR205,ENSG00000284485,chr1,209432133,0.15162550007217215
SAXO2,ENSG00000188659,chr15,82262810,0.07694150001206436
ITCH,ENSG00000078747,chr20,34363235,0.1452905000265746
RBBP4,ENSG00000162521,chr1,32651142,0.14323924999218435
EPHA8,ENSG00000070886,chr1,22563489,0.05966175003914395
SAXO3,ENSG00000268655,chr19,49020549,0.08166200007317821
NBEAL1,ENSG00000144426,chr2,203014608,0.14192950006717
GAREM1,ENSG00000141441,chr18,32470882,0.20422625012593926
RNU2-53P,ENSG00000252066,chr15,53651977,0.07968375008137082
BTBD7,ENSG00000011114,chr14,93333092,0.14815650002314942
FOXE3,ENSG00000186790,chr1,47416285,0.13046300001890632
CDH23,ENSG00000107736,chr10,71396920,0.15591750005679206
UBE2R2,ENSG00000107341,chr9,33817160,0.22564950017206137
LZTS3,ENSG00000088899,chr20,3174504,0.13329100007220404
SNORD46,ENSG00000200913,chr1,44776490,0.244085500196612
DCAF10,ENSG00000122741,chr9,37800554,0.14211225006671158
MCTS1,ENSG00000232119,chrX,120594010,0.23676649988265125
MAMSTR,ENSG00000176909,chr19,48719725,0.15808300004780176
PKLR,ENSG00000143627,chr1,155301438,0.09166200000079698
SNORD14D,ENSG00000207118,chr11,123058995,0.509431250113761
LDB2,ENSG00000169744,chr4,16898924,0.4016930003061134
GJA8,ENSG00000121634,chr1,147902795,0.11504849997520795
PRR27,ENSG00000187533,chr4,70133616,0.017872500002151355
RNU5E-4P,ENSG00000201801,chr1,11909927,0.09180375013692538
USP19,ENSG00000172046,chr3,49120938,0.34913575022196164
STK32B,ENSG00000152953,chr4,5051480,0.041702999967645156
CTHRC1,ENSG00000164932,chr8,103371538,0.14522572893394153
CREM,ENSG00000095794,chr10,35126791,0.10309725013625576
KCTD17,ENSG00000100379,chr22,37051739,0.12617275007948048
CD3D,ENSG00000167286,chr11,118342705,0.05519199996162206
ATP2B2,ENSG00000157087,chr3,10708007,0.08144999998164712
TGM4,ENSG00000163810,chr3,44874608,0.15720525004851515
ADCY4,ENSG00000129467,chr14,24335093,0.10787800012523076
XKR8,ENSG00000158156,chr1,27959588,0.11119225010662921
APCS,ENSG00000132703,chr1,159587826,0.07989400000008755
SLC39A9,ENSG00000029364,chr14,69398015,0.1730200000202749
BSX,ENSG00000188909,chr11,122981834,0.23498199997405755
MTMR1,ENSG00000063601,chrX,150692971,0.07992600001319079
PLCXD2,ENSG00000240891,chr3,111674676,0.20008350011112633
GTF3C4,ENSG00000125484,chr9,132670035,0.13888925005836064
OGG1,ENSG00000114026,chr3,9749944,0.15185275008584723
CALML4,ENSG00000129007,chr15,68206087,0.051168750039796575
SOCS6,ENSG00000170677,chr18,70288888,0.029860500017384765
HCCS,ENSG00000004961,chrX,11111299,0.04465100003039697
SYTL4,ENSG00000102362,chrX,100732151,0.15018325016991002
DHRS2,ENSG00000100867,chr14,23630115,0.13881224996063973
FSTL5,ENSG00000168843,chr4,162164005,0.2359957502472098
TLR1,ENSG00000174125,chr4,38856817,0.03966200002410915
SLC18A1,ENSG00000036565,chr8,20183206,0.0644324999615783
KNCN,ENSG00000162456,chr1,46551647,0.1117380001907004
NDUFV2,ENSG00000178127,chr18,9102433,0.05692624998773681
NR3C2,ENSG00000151623,chr4,148445549,0.18166975006871508
INKA2,ENSG00000197852,chr1,111755824,0.11419025005408912
ARHGAP30,ENSG00000186517,chr1,161069970,0.18052225000420002
GPR68,ENSG00000119714,chr14,91254026,0.021264500006451272
GDA,ENSG00000119125,chr9,72114595,0.05421925003695651
ZFAND1,ENSG00000104231,chr8,81732903,0.09513224998375518
BBOF1,ENSG00000119636,chr14,74019347,0.08231925017639878
ASH1L,ENSG00000116539,chr1,155563162,0.23587900016887578
THSD7B,ENSG00000144229,chr2,136765545,0.25606075021784636
PALM3,ENSG00000187867,chr19,14062076,0.1303852130565559
CITED1,ENSG00000125931,chrX,72309652,0.280953500032163
KLKB1,ENSG00000164344,chr4,186225424,0.09039000010016025
NCKAP5,ENSG00000176771,chr2,133568463,0.17529175028330066
GRM7,ENSG00000196277,chr3,6770001,0.09527525019086898
ZNF335,ENSG00000198026,chr20,45972206,0.173331500094675
NYX,ENSG00000188937,chrX,41445383,0.11402925000598771
VAX1,ENSG00000148704,chr10,117138301,0.4456765000508749
PINX1,ENSG00000254093,chr8,10839884,0.03703775007335935
RNF224,ENSG00000233198,chr9,137226908,0.08526374997483799
MIR28,ENSG00000207651,chr3,188688781,0.170529750148271
SPZ1,ENSG00000164299,chr5,80319625,0.09612600002140971
OTUB2,ENSG00000089723,chr14,94026340,0.1194487501612457
PRR30,ENSG00000186143,chr2,27139410,0.14869675012526568
RNU6-2,ENSG00000207357,chr19,1021522,0.14088525011163439
KCNK3,ENSG00000171303,chr2,26692722,0.19499950035326766
MIXL1,ENSG00000185155,chr1,226223618,0.07847875010527787
TMEM237,ENSG00000155755,chr2,201643570,0.11058949998742901
TXLNG,ENSG00000086712,chrX,16786432,0.3092444999104773
DCLRE1A,ENSG00000198924,chr10,113854383,0.1691090000664117
PYGB,ENSG00000100994,chr20,25248030,0.09437450009692111
ASIC4,ENSG00000072182,chr2,219514170,0.3886495002399315
MSRA,ENSG00000175806,chr8,10054278,0.07498300004622434
MTSS1,ENSG00000170873,chr8,124728775,0.21391350013911142
ANGPT2,ENSG00000091879,chr8,6563409,0.22554025020610424
OAZ1,ENSG00000104904,chr19,2269509,0.13742425005714176
SLC66A2,ENSG00000122490,chr18,79951676,0.056549999940529234
ARL6IP6,ENSG00000177917,chr2,152717647,0.25782900017793875
SUSD5,ENSG00000173705,chr3,33218810,0.08198150008436642
ASB14,ENSG00000239388,chr3,57292685,0.14830250005424023
RNU6-922P,ENSG00000252562,chr3,23613759,0.11135250020411332
PADI1,ENSG00000142623,chr1,17205128,0.053011250031791864
NOCT,ENSG00000151014,chr4,139015772,0.09024050010889187
U6,ENSG00000283136,chr1,43023637,0.05375324994808761
SURF1,ENSG00000148290,chr9,133356676,0.09991400013369275
,ENSG00000291315,chr3,40312086,0.19146300006657838
COX7A1,ENSG00000161281,chr19,36152449,0.10491200020644464
SULT6B1,ENSG00000138068,chr2,37196598,0.0611775000319758
KCNK18,ENSG00000186795,chr10,117196957,0.18357275014021435
KLHDC2,ENSG00000165516,chr14,49767677,0.06096100001840386
TOX4,ENSG00000092203,chr14,21476597,0.1821760001152288
CLDN19,ENSG00000164007,chr1,42740254,0.1710822499805072
U4,ENSG00000276103,chr1,150608623,0.055289000055898214
PNN,ENSG00000100941,chr14,39175163,0.11866025012495811
PRSS12,ENSG00000164099,chr4,118353003,0.11970425010164036
GRIN3B,ENSG00000116032,chr19,1000419,0.03673724997817771
RNF186,ENSG00000178828,chr1,19815283,0.12807075008266838
ABCA7,ENSG00000064687,chr19,1039997,0.08367274999126675
RCOR1,ENSG00000089902,chr14,102592649,0.22858775021095062
SLC7A14,ENSG00000013293,chr3,170586075,0.07955225013772724
TIMM8A,ENSG00000126953,chrX,101349001,0.17735900020928239
AIF1L,ENSG00000126878,chr9,131096476,0.09604900003320654
RGS12,ENSG00000159788,chr4,3293021,0.033521250042831525
MIB1,ENSG00000101752,chr18,21704957,0.12414400009758537
KCNAB1,ENSG00000169282,chr3,156037701,0.19273025014239828
FREM1,ENSG00000164946,chr9,14910995,0.1588920001180959
FATE1,ENSG00000147378,chrX,151714192,0.08024125005168026
PHACTR3,ENSG00000087495,chr20,59577495,0.023243250019964763
ZNF24,ENSG00000172466,chr18,35345502,0.09013149993412663
HAUS6,ENSG00000147874,chr9,19102927,0.07688690964383917
SPAG16,ENSG00000144451,chr2,213284389,0.06363000005180948
SHANK1,ENSG00000161681,chr19,50719802,0.20232775003873393
KCNA10,ENSG00000143105,chr1,110519175,0.3183820000096166
GPR65,ENSG00000140030,chr14,88005135,0.05323350004854729
PROK1,ENSG00000143125,chr1,110451149,0.05793950012649293
GCH1,ENSG00000131979,chr14,54903280,0.10673850011947797
A1BG,ENSG00000121410,chr19,58353492,0.032989250051323325
DEPTOR,ENSG00000155792,chr8,119873717,0.1305382500824344
SLCO4A1,ENSG00000101187,chr20,62642440,0.013482500012411037
SLC30A4,ENSG00000104154,chr15,45522829,0.18159300007420826
ADAM30,ENSG00000134249,chr1,119896515,0.10964375003555324
MRLN,ENSG00000227877,chr10,59756041,0.053759750091005115
INPP4B,ENSG00000109452,chr4,142847432,0.16825800023323972
FNDC10,ENSG00000228594,chr1,1600135,0.08651875012839445
SELENOW,ENSG00000178980,chr19,47778677,0.028642500029149233
SCN9A,ENSG00000169432,chr2,166376001,0.06973475016764133
BCL6,ENSG00000113916,chr3,187745725,0.6242802501836558
TMX1,ENSG00000139921,chr14,51240162,0.05758950004383223
KLB,ENSG00000134962,chr4,39406930,0.2109312501391396
L3MBTL4,ENSG00000154655,chr18,6415477,0.03154950001786347
FCAMR,ENSG00000162897,chr1,206970625,0.04663499997145846
DNAJC5G,ENSG00000163793,chr2,27275433,0.07559250001169858
A1CF,ENSG00000148584,chr10,50885716,0.08696525005649891
SULT1B1,ENSG00000173597,chr4,69787961,0.04844075011331006
CNDP1,ENSG00000150656,chr18,74534400,0.05309800000546966
PCIF1,ENSG00000100982,chr20,45934678,0.17755949991149828
EVX2,ENSG00000174279,chr2,176083962,0.5335162499327561
HAUS7,ENSG00000213397,chrX,153495516,0.0279195000269101
TMEM154,ENSG00000170006,chr4,152680012,0.09282950007735052
PLA2G12A,ENSG00000123739,chr4,109730070,0.07510075005481485
PMM1,ENSG00000100417,chr22,41595275,0.07445948784655472
SH2D3C,ENSG00000095370,chr9,127778727,0.10915849995787721
MMP21,ENSG00000154485,chr10,125775913,0.08232950014129164
SORBS3,ENSG00000120896,chr8,22544986,0.13837650008325
C2orf92,ENSG00000228486,chr2,97664217,0.0992427499916812
TRAPPC2,ENSG00000196459,chrX,13734635,0.08088175002517528
ZNF462,ENSG00000148143,chr9,106862286,0.7785460004176421
PADI3,ENSG00000142619,chr1,17249098,0.07092350010055816
CRB2,ENSG00000148204,chr9,123356170,0.059085249941883376
GLIPR2,ENSG00000122694,chr9,36136536,0.035651500052801564
TBC1D25,ENSG00000068354,chrX,48539684,0.22202975000970765
IQSEC1,ENSG00000144711,chr3,13283281,0.07384675008108024
GCSAM,ENSG00000174500,chr3,112133270,0.02405000009664218
RIN2,ENSG00000132669,chr20,19757606,0.08629225003786269
TEX36,ENSG00000175018,chr10,125683163,0.031244000062317354
TMCO5A,ENSG00000166069,chr15,37921858,0.16308300008042714
SLC9C1,ENSG00000172139,chr3,112294227,0.0756332500561839
RGS19,ENSG00000171700,chr20,64079988,0.046789250055444424
CDH19,ENSG00000071991,chr18,66604438,0.08982199995813425
IL24,ENSG00000162892,chr1,206897443,0.050244750127516453
CFAP99,ENSG00000206113,chr4,2418955,0.04000550011839368
REPS2,ENSG00000169891,chrX,16946658,0.18475600001509884
SMPX,ENSG00000091482,chrX,21758176,0.2540215002357727
UCN3,ENSG00000178473,chr10,5364966,0.05509850000796723
XPNPEP3,ENSG00000196236,chr22,40857077,0.10154575005473453
PRIMA1,ENSG00000175785,chr14,93788994,0.1406277500744618
CD38,ENSG00000004468,chr4,15778275,0.06804650001457777
MTX3,ENSG00000177034,chr5,79991262,0.12365600013110088
SS18,ENSG00000141380,chr18,26091217,0.1355064999992901
RBM15B,ENSG00000259956,chr3,51391285,0.3879182500943425
HHIPL2,ENSG00000143512,chr1,222548104,0.08316500007198192
RNU6-1042P,ENSG00000206931,chr1,150701866,0.20161200015342912
TUBAL3,ENSG00000178462,chr10,5404828,0.06597725018308848
PRMT6,ENSG00000198890,chr1,107056674,0.288410000277363
DUSP9,ENSG00000130829,chrX,153642401,0.12209425000555348
FAM174C,ENSG00000310576,chr19,1275530,0.1570515001672029
C19orf81,ENSG00000235034,chr19,50648792,0.07258675010898151
PCMTD2,ENSG00000203880,chr20,64254921,0.04381800004740944
GLDN,ENSG00000186417,chr15,51341611,0.136185749936325
MAN2A2,ENSG00000196547,chr15,90902218,0.08961025013105245
TSSK3,ENSG00000162526,chr1,32351521,0.06186799994279863
NRG4,ENSG00000169752,chr15,76059795,0.18368950018743635
CHKB,ENSG00000100288,chr22,50601455,0.11721400000131689
MEGF11,ENSG00000157890,chr15,66253811,0.03837774999407702
KCNC4,ENSG00000116396,chr1,110210314,0.30143975027118
LYPD5,ENSG00000159871,chr19,43827206,0.07566925009179977
LCN2,ENSG00000148346,chr9,128149071,0.05545325004286133
MCL1,ENSG00000143384,chr1,150579738,0.250440000103059
IFT74,ENSG00000096872,chr9,26947039,0.08010475019723526
INSRR,ENSG00000027644,chr1,156859117,0.151282999899704
HORMAD1,ENSG00000143452,chr1,150720895,0.06264370191099534
CD52,ENSG00000169442,chr1,26317958,0.06229950004891725
NRXN1,ENSG00000179915,chr2,51225575,0.019731500028196024
SLC28A1,ENSG00000156222,chr15,84884612,0.021635750073968667
TNIP3,ENSG00000050730,chr4,121227615,0.12794125003053342
RHOJ,ENSG00000126785,chr14,63204114,0.221997750067414
BMP2K,ENSG00000138756,chr4,78776342,0.18298950019167387
PLA2G2E,ENSG00000188784,chr1,19923617,0.0997107500882994
ARK2C,ENSG00000141622,chr18,46326809,0.0621117499974207
UCN,ENSG00000163794,chr2,27308445,0.11151849999648403
REM2,ENSG00000139890,chr14,22883136,0.22685125012669596
FHIT,ENSG00000189283,chr3,61251459,0.1346342501354229
LOXL1,ENSG00000129038,chr15,73925989,0.2826905004301225
MOK,ENSG00000080823,chr14,102305190,0.07828900016946136
AKNA,ENSG00000106948,chr9,114394405,0.0281977500388748
ANKRD28,ENSG00000206560,chr3,15859771,0.20040475011675152
SEC14L4,ENSG00000133488,chr22,30505711,0.045829750078584766
LYNX1,ENSG00000180155,chr8,142777859,0.06540850000761565
CSDC2,ENSG00000172346,chr22,41560858,0.14017500011823722
MANF,ENSG00000145050,chr3,51385291,0.26540950015292036
XCR1,ENSG00000173578,chr3,46085825,0.0242412500725477
ENTPD2,ENSG00000054179,chr9,137054061,0.04760075002085068
PGM5,ENSG00000154330,chr9,68328308,0.060533750123140634
TTC29,ENSG00000137473,chr4,146945882,0.1157717501197476
MCUB,ENSG00000005059,chr4,109560209,0.09414300007672864
DNLZ,ENSG00000213221,chr9,136363744,0.10272674999880838
SST,ENSG00000157005,chr3,187670394,0.20174125018599443
EFCAB12,ENSG00000172771,chr3,129428636,0.035732749970629814
GLRX5,ENSG00000182512,chr14,95533503,0.13891550020425347
EAPP,ENSG00000129518,chr14,34539721,0.07620375018194318
EIF1B,ENSG00000114784,chr3,40309707,0.15473625008299133
IZUMO4,ENSG00000099840,chr19,2096429,0.09283125011940138
NLRP5,ENSG00000171487,chr19,55986775,0.022578750090586255
ANKRD50,ENSG00000151458,chr4,124712732,0.16057500002061714
SLC25A5,ENSG00000005022,chrX,119468395,0.22221299998564065
EFCAB11,ENSG00000140025,chr14,89954777,0.06299599991281866
C1orf115,ENSG00000162817,chr1,220690363,0.08753400010854238
PRAP1,ENSG00000165828,chr10,133347196,0.061736750041716734
TUNAR,ENSG00000250366,chr14,95866587,0.06129575009038672
PRRX2,ENSG00000167157,chr9,129665630,0.07303425005206372
FBXO16,ENSG00000214050,chr8,28490278,0.13916575009428198
DNAJC12,ENSG00000108176,chr10,67838188,0.07431075006403262
PML,ENSG00000140464,chr15,73994673,0.040575500098551855
FNTA,ENSG00000168522,chr8,43034194,0.08873097216970123
ABCC4,ENSG00000125257,chr13,95301822,0.028098499986575917
GIPC3,ENSG00000179855,chr19,3585478,0.17718200012258603
CMKLR2,ENSG00000183671,chr2,206218047,0.11210450002003927
EFCAB14,ENSG00000159658,chr1,46719146,0.17994175033134524
C1orf174,ENSG00000198912,chr1,3900293,0.028194500014913502
GPR15,ENSG00000154165,chr3,98531978,0.19413075011296313
IL36A,ENSG00000136694,chr2,113005459,0.049167000018962424
WDFY4,ENSG00000128815,chr10,48684873,0.04295199998305179
SMDT1,ENSG00000183172,chr22,42079564,0.13261349999086816
GGH,ENSG00000137563,chr8,63039407,0.05464150009208242
SNORC,ENSG00000182600,chr2,232857270,0.33706350022074183
MTIF3,ENSG00000122033,chr13,27450613,0.01721624995666207
SH3TC1,ENSG00000125089,chr4,8182072,0.011785000040457816
WBP1L,ENSG00000166272,chr10,102743948,0.18967650033917743
REXO4,ENSG00000148300,chr9,133418096,0.13031050009431783
TMPPE,ENSG00000188167,chr3,33097146,0.04326025008247234
MAMDC2,ENSG00000165072,chr9,70043820,0.10846124995636637
NOP56,ENSG00000101361,chr20,2652592,0.14839800014428328
SETDB2,ENSG00000136169,chr13,49443794,0.08464946627279414
IDNK,ENSG00000148057,chr9,83623049,0.03215525005702512
IQCJ,ENSG00000214216,chr3,158962928,0.09782825009376393
MIR26B,ENSG00000199121,chr2,218402646,0.21279225009513902
CDK5RAP1,ENSG00000101391,chr20,33401561,0.04658625001634937
LSAMP,ENSG00000185565,chr3,117997592,0.24480200004926883
ANKUB1,ENSG00000206199,chr3,149968385,0.2686367501434288
ALDOB,ENSG00000136872,chr9,101449664,0.043666750020813196
NEK5,ENSG00000197168,chr13,52129092,0.06796150002293871
TGIF2,ENSG00000118707,chr20,36571894,0.09762600016949
OIT3,ENSG00000138315,chr10,72893573,0.09290225005100365
SLC10A7,ENSG00000120519,chr4,146522372,0.161332250090054
ADAMTS13,ENSG00000160323,chr9,133414358,0.08320599992238567
TMEM205,ENSG00000105518,chr19,11346518,0.13557675018522422
DNAJC25,ENSG00000059769,chr9,111631334,0.10284125001178472
MEDAG,ENSG00000102802,chr13,30906271,0.07541175002625096
ERICH6,ENSG00000163645,chr3,150703971,0.06193900010318612
RNF223,ENSG00000237330,chr1,1074306,0.052200749993004135
CXCR1,ENSG00000163464,chr2,218166962,0.04964875007688534
PLA2G2C,ENSG00000187980,chr1,20186518,0.1981155002405576
ADH6,ENSG00000172955,chr4,99219537,0.047255000046105125
ABCB7,ENSG00000131269,chrX,75156732,0.12805250007964786
DMBT1,ENSG00000187908,chr10,122560643,0.05611950000232901
CA9,ENSG00000107159,chr9,35673928,0.13273150003986667
TMEM200C,ENSG00000206432,chr18,5896084,0.22393349996113102
FMR1,ENSG00000102081,chrX,147911858,0.15833150005049537
MPPE1,ENSG00000154889,chr18,11909180,0.03240425004714052
MAPK8,ENSG00000107643,chr10,48306639,0.11257075008266838
SOX2,ENSG00000181449,chr3,181711925,0.6129295003001461
GADD45G,ENSG00000130222,chr9,89605012,0.28652599998321965
,ENSG00000288636,chr1,17011757,0.04428275009052595
HNRNPUL1,ENSG00000105323,chr19,41262496,0.2673222503099532
SLC24A2,ENSG00000155886,chr9,19789119,0.15517500001910958
COMMD6,ENSG00000188243,chr13,75549439,0.11512224995947326
TNP1,ENSG00000118245,chr2,216860064,0.11982425017602509
RRP7A,ENSG00000189306,chr22,42519853,0.05787825014002738
IL1F10,ENSG00000136697,chr2,113067970,0.06962675008297083
CLRN3,ENSG00000180745,chr10,127892947,0.03905200004670769
snoZ196,ENSG00000281780,chr2,206161841,0.30288599994272225
HNRNPH2,ENSG00000126945,chrX,101408114,0.25397624999450635
PCNX4,ENSG00000126773,chr14,60091911,0.03847649998171255
TRIM62,ENSG00000116525,chr1,33182059,0.18080449997089454
ABRA,ENSG00000174429,chr8,106770244,0.17063850015343632
RAP2B,ENSG00000181467,chr3,153162226,0.4283132501740765
ADGRA1,ENSG00000197177,chr10,133087924,0.10771850007821922
RNF208,ENSG00000212864,chr9,137222290,0.23492775006455485
ADGRL3,ENSG00000150471,chr4,61200326,0.2972592502628686
FAM83A,ENSG00000147689,chr8,123178960,0.0210185000266938
VAPB,ENSG00000124164,chr20,58389119,0.11861775007200777
DMRT2,ENSG00000173253,chr9,1049000,0.0812750000290398
LHFPL6,ENSG00000183722,chr13,39603735,0.05986875004848116
C1QTNF7,ENSG00000163145,chr4,15339818,0.13021650010635494
CRTC3,ENSG00000140577,chr15,90529890,0.08501274998817826
P2RY1,ENSG00000169860,chr3,152835131,0.3025550001709198
RNU6-474P,ENSG00000206970,chr2,203782037,0.09718800007089158
RTKN,ENSG00000114993,chr2,74442422,0.12980350006607477
IL1RN,ENSG00000136689,chr2,113099315,0.00999063958505433
RAB8B,ENSG00000166128,chr15,63189560,0.1792665000691195
SRSF6,ENSG00000124193,chr20,43457893,0.3473945002131513
PPP1R3F,ENSG00000049769,chrX,49269793,0.3539332503203768
TTLL3,ENSG00000214021,chr3,9808086,0.15947425002197269
SNRPD1,ENSG00000167088,chr18,21612314,0.05472425004674005
PDE11A,ENSG00000128655,chr2,178108339,0.06195774986894685
ETNPPL,ENSG00000164089,chr4,108763228,0.054439000020065575
RANBP3,ENSG00000031823,chr19,5978144,0.06060900007156306
PXMP4,ENSG00000101417,chr20,33720319,0.0661172500384273
NYAP2,ENSG00000144460,chr2,225399710,0.40691875010760853
RNU1-133P,ENSG00000201737,chr2,200775584,0.09354650006649899
BCL3,ENSG00000069399,chr19,44747705,0.06328525006119162
PCARE,ENSG00000179270,chr2,29074523,0.2603572501366143
GRHL2,ENSG00000083307,chr8,101492439,0.28985199996992017
MINDY4B,ENSG00000214237,chr3,150905439,0.1587969999871566
TTPAL,ENSG00000124120,chr20,44470527,0.03763475008058594
GLB1,ENSG00000170266,chr3,33097202,0.04470500007443479
GPRASP1,ENSG00000198932,chrX,102650345,0.0539870000811643
ABHD4,ENSG00000100439,chr14,22598249,0.103003500057559
UPF3A,ENSG00000169062,chr13,114281568,0.10339225014179829
BRDT,ENSG00000137948,chr1,91949343,0.051247750066715524
DNAAF4,ENSG00000256061,chr15,55508234,0.07296750011324184
DPYS,ENSG00000147647,chr8,104467111,0.078275500144955
DNAL1,ENSG00000119661,chr14,73644875,0.11800024996188585
IL36RN,ENSG00000136695,chr2,113058638,0.04826025007542921
TTC39B,ENSG00000155158,chr9,15307360,0.0762385001499788
MIER1,ENSG00000198160,chr1,66924895,0.21694900017403415
C5AR1,ENSG00000197405,chr19,47290023,0.0978947500755894
CDC37L1,ENSG00000106993,chr9,4679559,0.1329125000531203
GNPNAT1,ENSG00000100522,chr14,52791668,0.059687249975715534
RNU4-8P,ENSG00000201806,chr2,97664731,0.10678875003551366
CROCC2,ENSG00000226321,chr2,240906330,0.018101250048406656
MAP3K19,ENSG00000176601,chr2,135047468,0.08973324995316216
TMEM65,ENSG00000164983,chr8,124372701,0.16490525006924872
RNU6-542P,ENSG00000252214,chr2,74319399,0.1655402502969664
TMEM184C,ENSG00000164168,chr4,147617386,0.10497325007486506
SUPT20H,ENSG00000102710,chr13,37059713,0.08061424996398273
PLEKHA2,ENSG00000169499,chr8,38901235,0.14179925002649543
ZEB1,ENSG00000148516,chr10,31318495,0.2693942500233534
ANGPTL2,ENSG00000136859,chr9,127122645,0.14936300003138603
TDO2,ENSG00000151790,chr4,155854738,0.0612062500861357
SNORD45A,ENSG00000207241,chr1,75787889,0.15551425009412922
LRIT3,ENSG00000183423,chr4,109846013,0.05177900000187219
PTGS2,ENSG00000073756,chr1,186680922,0.10341225002508145
SLC38A11,ENSG00000169507,chr2,164955525,0.04651624998584157
SELENOT,ENSG00000198843,chr3,150602875,0.17957250009954442
AKT3,ENSG00000117020,chr1,243851079,0.26547500004977337
SEPTIN11,ENSG00000138758,chr4,76949747,0.14318850008034498
SCHIP1,ENSG00000151967,chr3,159273244,0.13183925011151587
CCR4,ENSG00000183813,chr3,32951644,0.06362975004070905
LINC03051,ENSG00000239268,chr3,117997592,0.24480200004926883
BAAT,ENSG00000136881,chr9,101385400,0.13691449995682342
IL36G,ENSG00000136688,chr2,112973203,0.07378375012235483
RN7SKP298,ENSG00000251759,chr3,166670122,0.022854750060476364
CDNF,ENSG00000185267,chr10,14838575,0.12227100007602712
RHOV,ENSG00000104140,chr15,40874234,0.2574172502093425
VAX2,ENSG00000116035,chr2,70900576,0.04546449999322067
SLC30A1,ENSG00000170385,chr1,211579161,0.23641049987552104
FHOD3,ENSG00000134775,chr18,36297676,0.1713827502516506
GJB6,ENSG00000121742,chr13,20232450,0.056569749967486135
RNASE6,ENSG00000169413,chr14,20781068,0.08009924999935902
EPHB2,ENSG00000133216,chr1,22710839,0.3430075003003876
RN7SKP260,ENSG00000252716,chr2,206260214,0.12509150001220404
ZNF428,ENSG00000131116,chr19,43619639,0.14993749997136183
BMX,ENSG00000102010,chrX,15464246,0.10029975003300934
TLN1,ENSG00000137076,chr9,35732195,0.16949825024508755
CTLA4,ENSG00000163599,chr2,203853888,0.1369145000599965
ZDHHC19,ENSG00000163958,chr3,196211437,0.10725550001169905
ESS2,ENSG00000100056,chr22,19144684,0.08339049998568954
CXCR4,ENSG00000121966,chr2,136119177,0.0938967501904699
FANCM,ENSG00000187790,chr14,45135909,0.2128175001286436
SASS6,ENSG00000156876,chr1,100132955,0.08821225006860914
CAB39L,ENSG00000102547,chr13,49444342,0.04988357908093386
AADACL2,ENSG00000197953,chr3,151733916,0.028497250007407274
DPY19L3,ENSG00000178904,chr19,32405543,0.0731057501473697
MCU,ENSG00000156026,chr10,72692110,0.3676590001929435
SYCE1,ENSG00000171772,chr10,133569835,0.0628947499912174
TEX38,ENSG00000186118,chr1,46668855,0.11065725005575223
MARS2,ENSG00000247626,chr2,197705369,0.3452857501623512
ZNF397,ENSG00000186812,chr18,35240508,0.05915800000331364
DYNC1H1,ENSG00000197102,chr14,101964573,0.13324900005513338
DAZL,ENSG00000092345,chr3,16670306,0.13539550018662702
KIF12,ENSG00000136883,chr9,114099292,0.14982875005039387
SNORD51,ENSG00000207047,chr2,206161878,0.2966409999417665
CNOT6L,ENSG00000138767,chr4,77819615,0.2706794998817495
RAD51AP2,ENSG00000214842,chr2,17518440,0.06451850005821325
ADGRE1,ENSG00000174837,chr19,6887566,0.0316107499783684
CYS1,ENSG00000205795,chr2,10080944,0.03582674998624134
ZFP82,ENSG00000181007,chr19,36418667,0.08533175001488416
HDC,ENSG00000140287,chr15,50265965,0.04285924991813954
TMEM156,ENSG00000121895,chr4,39032922,0.1012055000354303
PDE12,ENSG00000174840,chr3,57556274,0.29329050005236057
XPA,ENSG00000136936,chr9,97697340,0.09842050010172534
ARNT2,ENSG00000172379,chr15,80404315,0.039969749913580016
IGFBPL1,ENSG00000137142,chr9,38424454,0.11207800010338542
KIF24,ENSG00000186638,chr9,34329280,0.08656800015686895
PMP2,ENSG00000147588,chr8,81447518,0.11794575009579421
ADGRA3,ENSG00000152990,chr4,22516089,0.11898225004121196
ALG2,ENSG00000119523,chr9,99221942,0.12556475007117843
HMGB4,ENSG00000176256,chr1,33860475,0.03163775003509363
VHL,ENSG00000134086,chr3,10141778,0.07664925009029684
CDIN1,ENSG00000186073,chr15,36579626,0.09783425000458373
FKBP7,ENSG00000079150,chr2,178478600,0.1265270000982564
LIM2,ENSG00000105370,chr19,51388264,0.13209700011956738
MAIP1,ENSG00000162972,chr2,199955317,0.08626150004172814
SNORD45B,ENSG00000201487,chr1,75789477,0.2396782501815469
RBPMS,ENSG00000157110,chr8,30384416,0.1792295001526363
C14orf39,ENSG00000179008,chr14,60515543,0.16644600003861706
MROH2A,ENSG00000185038,chr2,233775679,0.027353500066936248
HR,ENSG00000168453,chr8,22133384,0.18126525015363587
INAFM1,ENSG00000257704,chr19,47274373,0.12528999989270231
ASPN,ENSG00000106819,chr9,92492208,0.061841749961400634
DMRT3,ENSG00000064218,chr9,976373,0.137516250142653
GPR75,ENSG00000119737,chr2,53859967,0.045751250000321306
MSH4,ENSG00000057468,chr1,75796882,0.028878500033169986
TRAK1,ENSG00000182606,chr3,42013624,0.07718350006692344
FXYD4,ENSG00000150201,chr10,43371635,0.050345750094013056
RASL11A,ENSG00000122035,chr13,27270810,0.09968700007977896
