ensembl_gene_id,chromosome,start_position,arm,chr_arm
ENSG00000092009,14,24505353,q,14q
ENSG00000148734,10,70247329,q,10q
ENSG00000168263,9,2717510,p,9p
ENSG00000021645,14,78170373,q,14q
ENSG00000120616,10,32267751,p,10p
ENSG00000121741,13,19958677,q,13q
ENSG00000253117,8,132024216,q,8q
ENSG00000175283,9,128945530,q,9q
ENSG00000184709,9,137168758,q,9q
ENSG00000160469,19,55282072,q,19q
ENSG00000160360,9,136327476,q,9q
ENSG00000205002,8,116938207,q,8q
ENSG00000132297,8,132061480,q,8q
ENSG00000207089,14,68735922,q,14q
ENSG00000254402,8,144522388,q,8q
ENSG00000227051,14,96039362,q,14q
ENSG00000213563,8,144525733,q,8q
ENSG00000168594,4,174829668,q,4q
ENSG00000165821,14,21521080,q,14q
ENSG00000284024,10,14838302,p,10p
ENSG00000183117,8,2935353,p,8p
ENSG00000128340,22,37225270,q,22q
ENSG00000201358,14,50068568,q,14q
ENSG00000092200,14,21280083,q,14q
ENSG00000181867,5,121851882,q,5q
ENSG00000119950,10,110207605,q,10q
ENSG00000185056,5,173973779,q,5q
ENSG00000150628,4,176184579,q,4q
ENSG00000137094,9,34989641,p,9p
ENSG00000183072,5,173232109,q,5q
ENSG00000184108,4,188139441,q,4q
ENSG00000104901,19,49361783,q,19q
ENSG00000187658,5,157671533,q,5q
ENSG00000226650,5,155013755,q,5q
ENSG00000198108,5,129904465,q,5q
ENSG00000197410,4,154231742,q,4q
ENSG00000167104,20,33029189,q,20q
ENSG00000136834,9,122476958,q,9q
ENSG00000198944,5,132813302,q,5q
ENSG00000239590,9,122519141,q,9q
ENSG00000165202,9,122614738,q,9q
ENSG00000099953,22,23768226,q,22q
ENSG00000107249,9,3824127,p,9p
ENSG00000113742,5,173888349,q,5q
ENSG00000125861,20,3659248,p,20p
ENSG00000212027,X,74218547,q,Xq
ENSG00000199168,X,74287286,q,Xq
ENSG00000187969,X,74304180,q,Xq
ENSG00000176401,19,39530987,q,19q
ENSG00000176396,19,39538707,q,19q
ENSG00000101974,X,139726346,q,Xq
ENSG00000204851,19,46486906,q,19q
ENSG00000197380,19,46647551,q,19q
ENSG00000164120,4,174490175,q,4q
ENSG00000187772,6,104936616,q,6q
ENSG00000130545,19,6463777,p,19p
ENSG00000164434,6,122779716,q,6q
ENSG00000099995,22,30331988,q,22q
ENSG00000222640,14,70360892,q,14q
ENSG00000137251,6,54307859,p,6p
ENSG00000125815,20,23491101,p,20p
ENSG00000125657,19,6531026,p,19p
ENSG00000130957,9,94558720,q,9q
ENSG00000170604,19,45883608,q,19q
ENSG00000188425,19,45913214,q,19q
ENSG00000008438,19,46019153,q,19q
ENSG00000119616,14,74713144,q,14q
ENSG00000112837,6,84687351,q,6q
ENSG00000165181,9,111686171,q,9q
ENSG00000104941,19,45795713,q,19q
ENSG00000168143,6,54846771,p,6p
ENSG00000113520,5,132673986,q,5q
ENSG00000151005,4,163471095,q,4q
ENSG00000277864,15,82755945,q,15q
ENSG00000174145,4,37244743,p,4p
ENSG00000126775,14,55366391,q,14q
ENSG00000184983,22,42085526,q,22q
ENSG00000250479,22,23765834,q,22q
ENSG00000185149,4,155208636,q,4q
ENSG00000273540,15,86079871,q,15q
ENSG00000274443,8,73241331,q,8q
ENSG00000072121,14,67727374,q,14q
ENSG00000100170,22,32043050,q,22q
ENSG00000200761,4,4920770,p,4p
ENSG00000064313,8,119730774,q,8q
ENSG00000127452,19,9810267,p,19p
ENSG00000212282,4,12312588,p,4p
ENSG00000202449,4,14690710,p,4p
ENSG00000164325,5,73173193,q,5q
ENSG00000222257,4,45995119,p,4p
ENSG00000199773,5,7980146,p,5p
ENSG00000252913,4,48932755,p,4p
ENSG00000239112,5,9548836,p,5p
ENSG00000136870,9,101398851,q,9q
ENSG00000251874,4,83003412,q,4q
ENSG00000199731,5,32234766,p,5p
ENSG00000252470,4,107435118,q,4q
ENSG00000207052,5,32309662,p,5p
ENSG00000223004,5,24811481,p,5p
ENSG00000252373,5,31820564,p,5p
ENSG00000275994,4,118279190,q,4q
ENSG00000252867,5,28624657,p,5p
ENSG00000252183,4,121192797,q,4q
ENSG00000221803,19,47755853,q,19q
ENSG00000165338,10,91409280,q,10q
ENSG00000283432,4,135315418,q,4q
ENSG00000185838,22,19783223,q,22q
ENSG00000167014,15,44956687,q,15q
ENSG00000171133,9,111327229,q,9q
ENSG00000198680,9,25676969,p,9p
ENSG00000124313,X,53225828,p,Xp
ENSG00000207013,5,86663144,q,5q
ENSG00000251739,4,183705931,q,4q
ENSG00000206593,5,109014834,q,5q
ENSG00000200269,4,48106081,p,4p
ENSG00000238363,5,112161485,q,5q
ENSG00000206786,5,119138859,q,5q
ENSG00000178997,15,41182725,q,15q
ENSG00000128045,4,52862317,q,4q
ENSG00000119138,9,70384604,q,9q
ENSG00000252068,5,157579497,q,5q
ENSG00000199047,5,149732825,q,5q
ENSG00000206819,5,157809098,q,5q
ENSG00000164113,4,122378966,q,4q
ENSG00000252794,5,165609441,q,5q
ENSG00000200555,5,180444509,q,5q
ENSG00000198995,5,180015303,q,5q
ENSG00000196570,5,177400109,q,5q
ENSG00000185028,5,191495,p,5p
ENSG00000177025,19,57958437,q,19q
ENSG00000171855,9,21077104,p,9p
ENSG00000185115,15,29264989,q,15q
ENSG00000140279,15,45092650,q,15q
ENSG00000066230,5,470456,p,5p
ENSG00000100427,22,50059391,q,22q
ENSG00000148357,9,130265760,q,9q
ENSG00000173626,6,116494989,q,6q
ENSG00000220988,19,50802328,q,19q
ENSG00000240294,10,24908522,p,10p
ENSG00000148483,10,17752201,p,10p
ENSG00000160396,19,40379271,q,19q
ENSG00000146378,6,132617022,q,6q
ENSG00000112378,6,138088505,q,6q
ENSG00000156395,10,104641290,q,10q
ENSG00000179751,19,39202825,q,19q
ENSG00000176979,4,165016458,q,4q
ENSG00000187689,4,70518569,q,4q
ENSG00000138135,10,89205629,q,10q
ENSG00000112038,6,154010496,q,6q
ENSG00000168828,9,35869463,p,9p
ENSG00000164972,9,34379019,p,9p
ENSG00000169594,15,83255884,q,15q
ENSG00000196421,20,64034344,q,20q
ENSG00000101871,X,10445310,p,Xp
ENSG00000203883,20,64047582,q,20q
ENSG00000150347,10,61901684,q,10q
ENSG00000169856,15,52755053,q,15q
ENSG00000132464,4,70628744,q,4q
ENSG00000188869,15,81331088,q,15q
ENSG00000165124,9,110365248,q,9q
ENSG00000168348,14,35534164,q,14q
ENSG00000180205,20,45607939,q,20q
ENSG00000166343,10,73423579,q,10q
ENSG00000132467,4,70688532,q,4q
ENSG00000180305,20,45629739,q,20q
ENSG00000207007,4,70852130,q,4q
ENSG00000180083,20,45648563,q,20q
ENSG00000252213,5,139276180,q,5q
ENSG00000200959,5,139278781,q,5q
ENSG00000253015,5,139333038,q,5q
ENSG00000170476,5,139387467,q,5q
ENSG00000140009,14,64084232,q,14q
ENSG00000105085,19,16574907,p,19p
ENSG00000228672,5,139390592,q,5q
ENSG00000178394,5,63957874,q,5q
ENSG00000107815,10,100987367,q,10q
ENSG00000069018,5,136212745,q,5q
ENSG00000250298,4,106357392,q,4q
ENSG00000030304,9,110668779,q,9q
ENSG00000182264,19,48740852,q,19q
ENSG00000170917,4,122888697,q,4q
ENSG00000175606,8,73972437,q,8q
ENSG00000119922,10,89283694,q,10q
ENSG00000105550,19,48755524,q,19q
ENSG00000104808,19,48933699,q,19q
ENSG00000207483,10,28667919,p,10p
ENSG00000109471,4,122451470,q,4q
ENSG00000070748,10,49609095,q,10q
ENSG00000178125,8,66964099,q,8q
ENSG00000173542,4,70902326,q,4q
ENSG00000183476,15,78077808,q,15q
ENSG00000120697,13,36949738,q,13q
ENSG00000184716,15,43794162,q,15q
ENSG00000137101,9,35609982,p,9p
ENSG00000174792,4,75556048,q,4q
ENSG00000172733,8,30995802,p,8p
ENSG00000197818,20,49812713,q,20q
ENSG00000196711,8,52534037,q,8q
ENSG00000252898,4,173446603,q,4q
ENSG00000164107,4,173524969,q,4q
ENSG00000215218,5,6448859,p,5p
ENSG00000180061,19,55312801,q,19q
ENSG00000133466,22,37180166,q,22q
ENSG00000118579,4,17614641,p,4p
ENSG00000145863,5,161547063,q,5q
ENSG00000230778,15,40278372,q,15q
ENSG00000168612,20,45881227,q,20q
ENSG00000205186,8,81458253,q,8q
ENSG00000200520,4,139318378,q,4q
ENSG00000236543,9,135604345,q,9q
ENSG00000148386,9,135663309,q,9q
ENSG00000253598,8,81693631,q,8q
ENSG00000185386,22,50263713,q,22q
ENSG00000164695,8,81732448,q,8q
ENSG00000137766,15,53978201,q,15q
ENSG00000132664,20,18466878,p,20p
ENSG00000160471,19,55349306,q,19q
ENSG00000106689,9,124001670,q,9q
ENSG00000047315,4,56977722,q,4q
ENSG00000136122,13,72727749,q,13q
ENSG00000147536,8,41529218,p,8p
ENSG00000107099,9,214854,p,9p
ENSG00000180043,19,55354908,q,19q
ENSG00000101457,20,45791946,q,20q
ENSG00000139914,14,24130659,q,14q
ENSG00000095752,19,55364382,q,19q
ENSG00000165762,14,19875142,q,14q
ENSG00000177971,15,75639085,q,15q
ENSG00000155249,14,19930917,q,14q
ENSG00000147533,8,41488200,p,8p
ENSG00000243056,5,140547662,q,5q
ENSG00000179954,19,55488404,q,19q
ENSG00000007350,X,154295795,q,Xq
ENSG00000252712,15,66347207,q,15q
ENSG00000131495,5,140638740,q,5q
ENSG00000187714,10,49610310,q,10q
ENSG00000174446,15,66490135,q,15q
ENSG00000180440,13,36673881,q,13q
ENSG00000188816,10,123148136,q,10q
ENSG00000139687,13,48303735,q,13q
ENSG00000256453,5,140670794,q,5q
ENSG00000174373,14,35538352,q,14q
ENSG00000065809,10,14518557,p,10p
ENSG00000199574,15,66501250,q,15q
ENSG00000280554,15,66502019,q,15q
ENSG00000204970,5,140786136,q,5q
ENSG00000199673,15,66502812,q,15q
ENSG00000200623,15,66503243,q,15q
ENSG00000179922,19,55620741,q,19q
ENSG00000112706,6,75921114,q,6q
ENSG00000188467,15,48120990,q,15q
ENSG00000222524,19,55737285,q,19q
ENSG00000204969,5,140794852,q,5q
ENSG00000115266,19,1446302,p,19p
ENSG00000255408,5,140801028,q,5q
ENSG00000204131,X,71910845,q,Xq
ENSG00000204965,5,140821604,q,5q
ENSG00000186212,4,76894152,q,4q
ENSG00000169306,X,28587446,p,Xp
ENSG00000074803,15,48178438,q,15q
ENSG00000125534,20,63520754,q,20q
ENSG00000196159,4,125314918,q,4q
ENSG00000147206,X,103075810,q,Xq
ENSG00000112029,6,152970519,q,6q
ENSG00000139679,13,48389567,q,13q
ENSG00000118491,6,143864436,q,6q
ENSG00000124256,20,57603575,q,20q
ENSG00000154719,21,25585632,q,21q
ENSG00000250120,5,140855883,q,5q
ENSG00000102763,13,41566834,q,13q
ENSG00000099937,22,20774112,q,22q
ENSG00000222765,4,65807240,q,4q
ENSG00000203727,6,147508690,q,6q
ENSG00000171408,6,135851701,q,6q
ENSG00000151615,4,146638893,q,4q
ENSG00000130540,22,43824509,q,22q
ENSG00000249158,5,140868183,q,5q
ENSG00000267710,19,56272748,q,19q
ENSG00000189108,X,104566199,q,Xq
ENSG00000171222,20,35953617,q,20q
ENSG00000138684,4,122610108,q,4q
ENSG00000154059,18,24426634,q,18q
ENSG00000080573,19,9959561,p,19p
ENSG00000102096,X,48913182,p,Xp
ENSG00000130338,6,158232236,q,6q
ENSG00000078898,20,33007704,q,20q
ENSG00000181004,4,122732702,q,4q
ENSG00000102393,X,101393273,q,Xq
ENSG00000185818,4,2059327,p,4p
ENSG00000235608,4,1402932,p,4p
ENSG00000239389,5,140882124,q,5q
ENSG00000255072,4,88520998,q,4q
ENSG00000137449,4,15002481,p,4p
ENSG00000101222,20,3777504,p,20p
ENSG00000146416,6,143060496,q,6q
ENSG00000243232,5,140966470,q,5q
ENSG00000101342,20,36873061,q,20q
ENSG00000081913,18,62715464,q,18q
ENSG00000080511,19,10013249,p,19p
ENSG00000214654,9,120792403,q,9q
ENSG00000147144,X,49053572,p,Xp
ENSG00000205929,21,32790673,q,21q
ENSG00000171815,5,141051374,q,5q
ENSG00000177076,9,19409009,p,9p
ENSG00000164438,5,171309248,q,5q
ENSG00000158856,8,22048995,p,8p
ENSG00000142207,21,32311018,q,21q
ENSG00000168269,5,170105897,q,5q
ENSG00000177468,6,137492199,q,6q
ENSG00000120215,9,5890889,p,9p
ENSG00000164488,6,168292830,q,6q
ENSG00000185129,5,140107777,q,5q
ENSG00000124205,20,59300415,q,20q
ENSG00000182700,5,140125937,q,5q
ENSG00000156384,10,104122058,q,10q
ENSG00000209645,19,10107651,p,19p
ENSG00000196376,6,117907264,q,6q
ENSG00000238531,19,10109757,p,19p
ENSG00000060069,18,79679803,q,18q
ENSG00000176055,5,90458209,q,5q
ENSG00000267534,19,10221433,p,19p
ENSG00000107831,10,101770109,q,10q
ENSG00000168944,5,123344890,q,5q
ENSG00000277411,6,15522195,p,6p
ENSG00000212240,6,28915645,p,6p
ENSG00000212468,6,46018745,p,6p
ENSG00000283329,9,38694266,p,9p
ENSG00000102468,13,46831546,q,13q
ENSG00000207581,9,128244721,q,9q
ENSG00000251946,6,54786387,p,6p
ENSG00000119508,9,99821855,q,9q
ENSG00000272445,6,76557653,q,6q
ENSG00000252156,6,75768059,q,6q
ENSG00000171649,19,57578456,q,19q
ENSG00000201015,6,67546651,q,6q
ENSG00000202283,6,103583135,q,6q
ENSG00000200522,6,110722250,q,6q
ENSG00000201386,6,112971493,q,6q
ENSG00000222445,6,125875168,q,6q
ENSG00000201613,6,126590287,q,6q
ENSG00000206754,6,132815307,q,6q
ENSG00000221500,6,132816802,q,6q
ENSG00000200732,6,119327281,q,6q
ENSG00000200176,10,86889569,q,10q
ENSG00000284499,X,134169378,q,Xq
ENSG00000284107,X,134169671,q,Xq
ENSG00000205755,X,1190490,p,Xp
ENSG00000019186,20,54153446,q,20q
ENSG00000222764,6,141486141,q,6q
ENSG00000234828,4,149351709,q,4q
ENSG00000135355,6,89894469,q,6q
ENSG00000106852,9,122202577,q,9q
ENSG00000119913,10,112283400,q,10q
ENSG00000118412,6,89829894,q,6q
ENSG00000189184,4,137518918,q,4q
ENSG00000204978,19,41443156,q,19q
ENSG00000156574,10,70431936,q,10q
ENSG00000154721,21,25639258,q,21q
ENSG00000256394,4,155829729,q,4q
ENSG00000028839,6,133952170,q,6q
ENSG00000183230,10,65912457,q,10q
ENSG00000100100,22,31281594,q,22q
ENSG00000009694,X,124375903,q,Xq
ENSG00000082516,5,154887411,q,5q
ENSG00000124209,20,58309706,q,20q
ENSG00000128731,15,28111040,q,15q
ENSG00000202198,6,52995620,p,6p
ENSG00000137270,6,53126961,p,6p
ENSG00000253026,6,53153795,p,6p
ENSG00000188981,4,3244369,p,4p
ENSG00000141655,18,62325269,q,18q
ENSG00000124657,6,27957241,p,6p
ENSG00000120440,6,167325071,q,6q
ENSG00000173085,4,83261536,q,4q
ENSG00000167077,22,41699503,q,22q
ENSG00000120658,13,43213004,q,13q
ENSG00000160193,21,42843013,q,21q
ENSG00000189241,6,116267760,q,6q
ENSG00000120436,6,167155247,q,6q
ENSG00000252113,10,67858818,q,10q
ENSG00000008197,6,50713526,p,6p
ENSG00000207550,19,51692612,q,19q
ENSG00000198972,19,51692786,q,19q
ENSG00000208008,19,51693254,q,19q
ENSG00000168994,6,3722614,p,6p
ENSG00000104967,19,45933734,q,19q
ENSG00000077984,20,24949269,p,20p
ENSG00000109511,4,168092537,q,4q
ENSG00000101096,20,51386957,q,20q
ENSG00000096996,19,18058995,p,19p
ENSG00000196670,5,180847611,q,5q
ENSG00000112425,6,145382535,q,6q
ENSG00000148848,10,126012381,q,10q
ENSG00000288661,X,63754485,q,Xq
ENSG00000169057,X,154021573,q,Xq
ENSG00000112983,5,138139770,q,5q
ENSG00000252815,4,55031965,q,4q
ENSG00000100399,22,41229510,q,22q
ENSG00000163394,4,26481396,p,4p
ENSG00000251697,9,34478622,p,9p
ENSG00000175854,9,128275379,q,9q
ENSG00000184076,22,29767369,q,22q
ENSG00000091164,18,56597209,q,18q
ENSG00000196553,14,66411704,q,14q
ENSG00000205301,4,140442262,q,4q
ENSG00000099942,22,20917407,q,22q
ENSG00000100097,22,37675636,q,22q
ENSG00000288706,X,23783278,p,Xp
ENSG00000273820,X,49879484,p,Xp
ENSG00000140406,15,81000923,q,15q
ENSG00000259330,15,40323692,q,15q
ENSG00000111837,6,10762723,p,6p
ENSG00000169105,15,40470984,q,15q
ENSG00000201384,14,77201026,q,14q
ENSG00000180245,4,109827972,q,4q
ENSG00000130522,19,18279694,p,19p
ENSG00000197535,15,52307281,q,15q
ENSG00000199177,9,21512115,p,9p
ENSG00000175489,19,18391137,p,19p
ENSG00000184995,9,21480839,p,9p
ENSG00000186732,22,43411196,q,22q
ENSG00000184394,14,20138820,q,14q
ENSG00000221977,14,21653835,q,14q
ENSG00000130385,X,50910735,p,Xp
ENSG00000105341,19,41431318,q,19q
ENSG00000138813,4,99511012,q,4q
ENSG00000205683,14,72609034,q,14q
ENSG00000159958,22,41922032,q,22q
ENSG00000100253,22,50486784,q,22q
ENSG00000138823,4,99564081,q,4q
ENSG00000237136,4,145680146,q,4q
ENSG00000201444,9,117707996,q,9q
ENSG00000101680,18,6941742,p,18p
ENSG00000147889,9,21967752,p,9p
ENSG00000206703,4,158794590,q,4q
ENSG00000204021,10,88706249,q,10q
ENSG00000124827,6,10873223,p,6p
ENSG00000101280,20,869900,p,20p
ENSG00000152591,4,87608529,q,4q
ENSG00000198879,10,7158624,p,10p
ENSG00000196832,14,20190896,q,14q
ENSG00000207392,6,159780250,q,6q
ENSG00000206910,6,159785594,q,6q
ENSG00000221821,6,42890265,p,6p
ENSG00000165553,14,77265483,q,14q
ENSG00000171611,6,42915989,p,6p
ENSG00000171695,20,64083376,q,20q
ENSG00000104055,15,43232590,q,15q
ENSG00000261587,8,144352219,q,8q
ENSG00000124733,6,43011143,p,6p
ENSG00000252489,4,56288485,q,4q
ENSG00000182585,4,74308470,q,4q
ENSG00000215187,9,35561831,p,9p
ENSG00000196433,X,1615059,p,Xp
ENSG00000206190,15,25677273,q,15q
ENSG00000100065,22,37490362,q,22q
ENSG00000183255,21,44849585,q,21q
ENSG00000161265,19,35742464,q,19q
ENSG00000203909,6,73353063,q,6q
ENSG00000123908,8,140520156,q,8q
ENSG00000203908,6,73362658,q,6q
ENSG00000211809,14,22147995,q,14q
ENSG00000211810,14,22163238,q,14q
ENSG00000112599,6,42183284,p,6p
ENSG00000211813,14,22207522,q,14q
ENSG00000120217,9,5450503,p,9p
ENSG00000112297,6,106360717,q,6q
ENSG00000211818,14,22304054,q,14q
ENSG00000230399,X,118632375,q,Xq
ENSG00000138755,4,76001275,q,4q
ENSG00000201826,X,76244968,q,Xq
ENSG00000169245,4,76021118,q,4q
ENSG00000211899,14,105851705,q,14q
ENSG00000205758,21,33589341,q,21q
ENSG00000147896,9,27524290,p,9p
ENSG00000200295,6,106607716,q,6q
ENSG00000166220,10,70771238,q,10q
ENSG00000150401,13,113455819,q,13q
ENSG00000215966,9,28863626,p,9p
ENSG00000215939,9,28888879,p,9p
ENSG00000133250,19,8509678,p,19p
ENSG00000074771,6,155395368,q,6q
ENSG00000174482,9,27937617,p,9p
ENSG00000107807,10,101131300,q,10q
ENSG00000118804,4,76306733,q,4q
ENSG00000148082,9,89005771,q,9q
ENSG00000254324,8,140732564,q,8q
ENSG00000222895,6,31083010,p,6p
ENSG00000185933,10,103453240,q,10q
ENSG00000105467,19,48364367,q,19q
ENSG00000204542,6,31111223,p,6p
ENSG00000199145,4,112648004,q,4q
ENSG00000183128,10,103472804,q,10q
ENSG00000199102,4,112648363,q,4q
ENSG00000128944,15,40382721,q,15q
ENSG00000102683,13,23180877,q,13q
ENSG00000180801,4,113900284,q,4q
ENSG00000078579,8,16992181,p,8p
ENSG00000182324,19,48455574,q,19q
ENSG00000122375,10,86654518,q,10q
ENSG00000152592,4,87650280,q,4q
ENSG00000222337,9,99284022,q,9q
ENSG00000204539,6,31115087,p,6p
ENSG00000204246,9,104535749,q,9q
ENSG00000204538,6,31137534,p,6p
ENSG00000179055,9,104694518,q,9q
ENSG00000088002,19,48552172,q,19q
ENSG00000214954,8,91101832,q,8q
ENSG00000179774,10,68230595,q,10q
ENSG00000176381,6,166305300,q,6q
ENSG00000196344,4,99412261,q,4q
ENSG00000075073,10,69403903,q,10q
ENSG00000112144,6,53001279,p,6p
ENSG00000107282,9,69427532,q,9q
ENSG00000177202,19,48606742,q,19q
ENSG00000105516,19,48630030,q,19q
ENSG00000207369,8,47667771,q,8q
ENSG00000221869,8,47736913,q,8q
ENSG00000183049,10,12349547,p,10p
ENSG00000119608,14,74852871,q,14q
ENSG00000183779,8,37695782,p,8p
ENSG00000169154,8,37934281,p,8p
ENSG00000161609,19,49388219,q,19q
ENSG00000100156,22,38078134,q,22q
ENSG00000126803,14,64535905,q,14q
ENSG00000136827,9,129812942,q,9q
ENSG00000136352,14,36516392,q,14q
ENSG00000171988,10,63167221,q,10q
ENSG00000188778,8,37962990,p,8p
ENSG00000198796,18,58481247,q,18q
ENSG00000197386,4,3041363,p,4p
ENSG00000248383,5,140926299,q,5q
ENSG00000273899,22,37681673,q,22q
ENSG00000132970,13,26557661,q,13q
ENSG00000158079,9,94030794,q,9q
ENSG00000120903,8,27459756,p,8p
ENSG00000251493,5,73444827,q,5q
ENSG00000203618,22,19723539,q,22q
ENSG00000145888,5,151822513,q,5q
ENSG00000124610,6,26017032,p,6p
ENSG00000099960,22,21028718,q,22q
ENSG00000199631,19,49490615,q,19q
ENSG00000202503,19,49490904,q,19q
ENSG00000187475,6,26107412,p,6p
ENSG00000200259,19,49491175,q,19q
ENSG00000168298,6,26156329,p,6p
ENSG00000200530,19,49497720,q,19q
ENSG00000207782,19,49500785,q,19q
ENSG00000211891,14,105597691,q,14q
ENSG00000138606,15,45167214,q,15q
ENSG00000101751,18,54269510,q,18q
ENSG00000126467,19,49739753,q,19q
ENSG00000199165,9,94175957,q,9q
ENSG00000199133,9,94178834,q,9q
ENSG00000128310,22,37822198,q,22q
ENSG00000136848,9,121567057,q,9q
ENSG00000206599,19,49764524,q,19q
ENSG00000177692,21,33486096,q,21q
ENSG00000197077,22,24952711,q,22q
ENSG00000167619,19,42313309,q,19q
ENSG00000182362,21,46286336,q,21q
ENSG00000171320,8,27771949,p,8p
ENSG00000071246,14,76761468,q,14q
ENSG00000138347,10,68087897,q,10q
ENSG00000164175,5,33944623,p,5p
ENSG00000265236,6,31541101,p,6p
ENSG00000227507,6,31580525,p,6p
ENSG00000278570,15,71792638,q,15q
ENSG00000223174,14,76890263,q,14q
ENSG00000119669,14,77024543,q,14q
ENSG00000200816,6,31623079,p,6p
ENSG00000204444,6,31652416,p,6p
ENSG00000100565,14,76826372,q,14q
ENSG00000169252,5,148826611,q,5q
ENSG00000164266,5,147824572,q,5q
ENSG00000188385,10,132036336,q,10q
ENSG00000283205,9,87956214,q,9q
ENSG00000202242,8,27773645,p,8p
ENSG00000207222,5,134500178,q,5q
ENSG00000204439,6,31658298,p,6p
ENSG00000180776,13,21348784,q,13q
ENSG00000172568,5,157341598,q,5q
ENSG00000136869,9,117704175,q,9q
ENSG00000207201,8,24076997,p,8p
ENSG00000204424,6,31706866,p,6p
ENSG00000069206,8,24440930,p,8p
ENSG00000172548,5,157460213,q,5q
ENSG00000184304,14,29576479,q,14q
ENSG00000187616,9,133514586,q,9q
ENSG00000102595,13,95801580,q,13q
ENSG00000204421,6,31718648,p,6p
ENSG00000129911,19,1852399,p,19p
ENSG00000050767,5,178237476,q,5q
ENSG00000204410,6,31739677,p,6p
ENSG00000196628,18,55222185,q,18q
ENSG00000105429,19,42325609,q,19q
ENSG00000211448,14,80197526,q,14q
ENSG00000200075,8,129868590,q,8q
ENSG00000252464,5,178619728,q,5q
ENSG00000200304,8,130069541,q,8q
ENSG00000156304,21,31670804,q,21q
ENSG00000204659,5,179678560,q,5q
ENSG00000087303,14,52004809,q,14q
ENSG00000179041,8,66429014,q,8q
ENSG00000185963,9,92711363,q,9q
ENSG00000159556,15,76336773,q,15q
ENSG00000183876,5,150296343,q,5q
ENSG00000120738,5,138465479,q,5q
ENSG00000248713,4,99636529,q,4q
ENSG00000169085,8,66492326,q,8q
ENSG00000100362,22,36800682,q,22q
ENSG00000156234,4,77511753,q,4q
ENSG00000187720,15,71096952,q,15q
ENSG00000165023,9,90609832,q,9q
ENSG00000207307,4,76532222,q,4q
ENSG00000184349,5,107376894,q,5q
ENSG00000095383,9,98199011,q,9q
ENSG00000138688,4,122152331,q,4q
ENSG00000204928,5,145858521,q,5q
ENSG00000136367,14,23520857,q,14q
ENSG00000219438,22,48489431,q,22q
ENSG00000164684,8,80628451,q,8q
ENSG00000240849,20,50118254,q,20q
ENSG00000015133,14,91271323,q,14q
ENSG00000100209,22,28742039,q,22q
ENSG00000266477,5,69478997,q,5q
ENSG00000211137,15,62823957,q,15q
ENSG00000166823,15,89749875,q,15q
ENSG00000187866,9,68780065,q,9q
ENSG00000155096,8,102826111,q,8q
ENSG00000188501,15,66547179,q,15q
ENSG00000200969,9,81888918,q,9q
ENSG00000113739,5,173314723,q,5q
ENSG00000198739,10,66926036,q,10q
ENSG00000105427,19,42387019,q,19q
ENSG00000130037,12,5043879,p,12p
ENSG00000165632,10,7818497,p,10p
ENSG00000166523,12,8533305,p,12p
ENSG00000243641,9,36002909,p,9p
ENSG00000182613,5,181147586,q,5q
ENSG00000174788,19,7631611,p,19p
ENSG00000169777,5,9627347,p,5p
ENSG00000150594,10,111077029,q,10q
ENSG00000120210,9,5123880,p,9p
ENSG00000172795,5,112976702,q,5q
ENSG00000122877,10,62811996,q,10q
ENSG00000104918,19,7669049,p,19p
ENSG00000128283,22,37555112,q,22q
ENSG00000139880,14,23047062,q,14q
ENSG00000138835,9,113444731,q,9q
ENSG00000101413,20,38033544,q,20q
ENSG00000170324,10,48153088,q,10q
ENSG00000104921,19,7688758,p,19p
ENSG00000177989,22,50529710,q,22q
ENSG00000159337,15,42067009,q,15q
ENSG00000092068,14,23125295,q,14q
ENSG00000087510,20,56629306,q,20q
ENSG00000100410,22,41459705,q,22q
ENSG00000185372,5,181123122,q,5q
ENSG00000188089,15,41981394,q,15q
ENSG00000039139,5,13690328,p,5p
ENSG00000132792,20,37694030,q,20q
ENSG00000070010,22,19449911,q,22q
ENSG00000103642,15,63121833,q,15q
ENSG00000183248,19,7868719,p,19p
ENSG00000178531,19,7924491,p,19p
ENSG00000183496,15,82041778,q,15q
ENSG00000128965,15,40952962,q,15q
ENSG00000164326,5,71719275,q,5q
ENSG00000125246,13,99606641,q,13q
ENSG00000140391,15,77041404,q,15q
ENSG00000156042,10,73253762,q,10q
ENSG00000204396,6,31765590,p,6p
ENSG00000154153,5,16473038,p,5p
ENSG00000188991,12,16188485,p,12p
ENSG00000176153,14,64939152,q,14q
ENSG00000205846,12,8455962,p,12p
ENSG00000181619,14,59429022,q,14q
ENSG00000156050,14,73931501,q,14q
ENSG00000112619,6,42696598,p,6p
ENSG00000124659,6,42744498,p,6p
ENSG00000182747,6,136922301,q,6q
ENSG00000188373,10,84173801,q,10q
ENSG00000110975,12,33374238,p,12p
ENSG00000204033,10,84220571,q,10q
ENSG00000119614,14,74239449,q,14q
ENSG00000137225,6,44158811,p,6p
ENSG00000148604,10,84230666,q,10q
ENSG00000252474,14,49839725,q,14q
ENSG00000120314,5,140664868,q,5q
ENSG00000165410,14,34709113,q,14q
ENSG00000171262,15,38454127,q,15q
ENSG00000125967,20,33657087,q,20q
ENSG00000139668,13,51583927,q,13q
ENSG00000257987,12,48727435,q,12q
ENSG00000180116,12,39626167,q,12q
ENSG00000173250,5,146513144,q,5q
